Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,556,92.1,12.18,1.52,
0.009,556,92.1,12.18,1.52,
0.019,556,92.1,12.18,1.52,
0.029,556,92.1,12.18,1.52,
0.039,556,92.1,12.18,1.52,
0.049,556,92.1,12.18,1.52,
0.059,556,92.1,12.18,1.52,
0.069,556,92.1,12.18,1.52,
0.079,556,92.1,12.18,1.52,
0.089,556,92.1,12.18,1.52,
0.099,556,92.1,12.18,1.52,
0.109,536,92.1,12.18,1.52,
0.119,536,92.1,12.18,1.52,
0.129,536,92.1,12.18,1.52,
0.139,536,92.1,12.18,1.52,
0.149,536,92.1,12.18,1.52,
0.159,1159,92.1,12.18,1.52,
0.169,1159,92.1,12.18,1.52,
0.179,1159,92.1,12.18,1.52,
0.189,1159,92.1,12.18,1.52,
0.199,1159,92.1,12.18,1.52,
0.209,1103,92.1,12.18,1.52,
0.219,1103,92.1,12.18,1.52,
0.229,1103,92.1,12.18,1.52,
0.239,1103,92.1,12.18,1.52,
0.249,1103,92.1,12.18,1.52,
0.259,1103,92.1,12.18,1.52,
0.269,1067,92.1,12.18,1.52,
0.279,1067,92.1,12.18,1.52,
0.289,1067,92.1,12.18,1.52,
0.299,1067,92.1,12.18,1.52,
0.309,1067,92.1,12.18,1.52,
0.319,1067,92.1,12.18,1.52,
0.329,984,92.1,12.18,1.52,
0.339,984,92.1,12.18,1.52,
0.349,984,92.1,12.18,1.52,
0.359,984,92.1,12.18,1.52,
0.369,984,92.1,12.18,1.52,
0.379,984,92.1,12.18,1.52,
0.389,943,92.1,12.18,1.52,
0.399,943,92.1,12.18,1.52,
0.409,943,92.1,12.18,1.52,
0.419,943,92.1,12.18,1.52,
0.429,943,92.1,12.18,1.52,
0.439,943,92.1,12.18,1.52,
0.449,943,92.1,12.18,1.52,
0.459,845,92.1,12.18,1.52,
0.469,845,92.1,12.18,1.52,
0.479,845,92.1,12.18,1.52,
0.489,845,92.1,12.18,1.52,
0.499,845,92.1,12.18,1.52,
0.509,845,92.1,12.18,1.52,
0.519,845,92.1,12.18,1.52,
0.529,845,92.1,12.18,1.52,
0.539,797,92.1,12.18,1.52,
0.549,797,92.1,12.18,1.52,
0.559,797,92.1,12.18,1.52,
0.569,797,92.1,12.18,1.52,
0.579,797,92.1,12.18,1.52,
0.589,797,92.1,12.18,1.52,
0.599,797,92.1,12.18,1.52,
0.609,797,92.1,12.18,1.52,
0.619,797,92.1,12.18,1.52,
0.629,669,92.1,12.18,1.52,
0.639,669,92.1,12.18,1.52,
0.649,669,92.1,12.18,1.52,
0.659,669,92.1,12.18,1.52,
0.669,669,92.1,12.18,1.52,
0.679,669,92.1,12.18,1.52,
0.689,669,92.1,12.18,1.52,
0.699,669,92.1,12.18,1.52,
0.709,669,92.1,12.18,1.52,
0.719,669,92.1,12.18,1.52,
0.729,608,92.1,12.18,1.52,
0.739,608,92.1,12.18,1.52,
0.749,608,92.1,12.18,1.52,
0.759,608,92.1,12.18,1.52,
0.769,608,92.1,12.18,1.52,
0.779,608,92.1,12.18,1.52,
0.789,608,92.1,12.18,1.52,
0.799,608,92.1,12.18,1.52,
