Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,913,96.0,12.17,1.52,
0.009,913,96.0,12.17,1.52,
0.019,913,96.0,12.17,1.52,
0.029,913,96.0,12.17,1.51,
0.039,913,96.0,12.17,1.51,
0.049,995,96.0,12.17,1.52,
0.059,995,96.0,12.17,1.52,
0.069,995,96.0,12.18,1.52,
0.079,995,96.0,12.18,1.52,
0.089,995,96.0,12.18,1.52,
0.099,995,96.0,12.18,1.51,
0.112,1015,96.0,12.18,1.52,
0.119,1015,96.0,12.18,1.52,
0.129,1015,96.0,12.18,1.52,
0.139,1015,96.0,12.18,1.52,
0.149,1015,96.0,12.18,1.52,
0.159,1015,96.0,12.18,1.52,
0.169,1062,96.0,12.18,1.52,
0.179,1062,96.0,12.18,1.52,
0.189,1062,96.0,12.18,1.52,
0.199,1062,96.0,12.18,1.52,
0.209,1062,96.0,12.18,1.52,
0.219,1061,96.0,12.18,1.52,
0.229,1061,96.1,12.18,1.51,
0.239,1061,96.1,12.18,1.52,
0.249,1061,96.0,12.18,1.52,
0.259,1515,96.1,12.18,1.52,
0.269,1515,96.1,12.18,1.52,
0.279,1515,96.1,12.18,1.52,
0.289,1515,96.1,12.18,1.52,
0.299,1487,96.1,12.18,1.52,
0.309,1487,96.1,12.18,1.52,
0.319,1487,96.1,12.18,1.52,
0.330,1829,96.1,12.18,1.52,
0.339,1829,96.1,12.18,1.52,
0.349,1829,96.1,12.19,1.52,
0.359,1829,96.1,12.19,1.52,
0.369,1714,96.1,12.19,1.48,
0.379,1714,96.1,12.19,0.97,
0.389,1714,96.1,12.19,0.97,
0.399,1952,96.1,12.19,0.96,
0.409,1952,96.1,12.19,0.97,
0.419,1952,96.1,12.19,0.97,
0.429,1788,96.1,12.19,0.96,
0.439,1788,96.1,12.19,0.97,
0.449,1788,96.1,12.19,0.97,
0.460,2009,96.1,12.19,0.85,
0.469,2009,96.1,12.19,0.84,
0.479,2009,96.1,12.19,0.84,
0.489,2009,96.1,12.19,0.84,
0.499,1836,96.1,12.19,0.84,
0.509,1836,96.1,12.19,0.84,
0.519,1836,96.1,12.19,0.84,
0.529,2044,96.1,12.19,0.85,
0.539,2044,96.1,12.20,0.86,
0.551,2044,96.1,12.20,0.87,
0.559,1890,96.1,12.20,0.87,
0.569,1890,96.1,12.20,0.87,
0.579,1890,96.1,12.20,0.87,
