Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,861,44.9,12.11,1.52,
0.009,861,45.2,12.11,1.52,
0.019,861,45.4,12.11,1.52,
0.032,861,45.5,12.11,1.52,
0.039,861,45.6,12.11,1.52,
0.049,861,45.8,12.11,1.51,
0.059,958,45.8,12.11,1.52,
0.069,958,46.0,12.11,1.52,
0.079,958,46.0,12.11,1.52,
0.089,958,46.1,12.11,1.52,
0.099,958,46.1,12.11,1.52,
0.109,958,46.1,12.11,1.52,
0.119,980,46.2,12.11,1.52,
0.129,980,46.2,12.11,1.52,
0.142,980,46.2,12.11,1.52,
0.149,980,46.2,12.11,1.52,
0.159,980,46.2,12.11,1.52,
0.169,980,46.2,12.11,1.52,
0.179,1027,46.2,12.11,1.52,
0.189,1027,46.2,12.11,1.52,
0.199,1027,46.2,12.11,1.52,
0.209,1027,46.2,12.11,1.52,
0.219,1027,46.2,12.11,1.52,
0.229,1027,46.2,12.11,1.51,
0.239,1011,46.2,12.11,1.52,
0.249,1011,46.2,12.11,1.52,
0.259,1011,46.2,12.11,1.52,
0.269,1011,46.2,12.11,1.52,
0.279,1011,46.2,12.11,1.52,
0.289,1044,46.2,12.11,1.52,
0.299,1044,46.2,12.11,1.52,
0.309,1044,46.2,12.11,1.52,
0.319,1044,46.2,12.11,1.52,
0.329,1044,46.2,12.11,1.52,
0.339,1044,46.2,12.11,1.52,
0.349,1027,46.2,12.11,1.52,
0.359,1027,46.2,12.11,1.52,
0.369,1027,46.2,12.11,1.52,
0.379,1027,46.2,12.11,1.52,
0.389,1027,46.2,12.11,1.52,
0.399,1027,46.2,12.11,1.52,
0.409,1054,46.2,12.11,1.52,
0.419,1054,46.2,12.11,1.52,
0.429,1054,46.2,12.11,1.52,
0.439,1054,46.2,12.11,1.52,
0.449,1054,46.2,12.11,1.52,
0.459,1054,46.2,12.11,1.52,
0.469,1033,46.2,12.11,1.52,
0.479,1033,46.2,12.11,1.52,
0.489,1033,46.2,12.11,1.52,
0.499,1033,46.2,12.11,1.52,
0.509,1033,46.2,12.11,1.52,
0.519,1061,46.2,12.11,1.52,
0.529,1061,46.2,12.11,1.52,
0.539,1061,46.2,12.11,1.52,
0.549,1061,46.2,12.11,1.52,
0.559,1061,46.2,12.11,1.52,
0.569,1061,46.2,12.11,1.52,
0.579,1028,46.3,12.11,1.52,
0.589,1028,46.2,12.11,1.52,
0.599,1028,46.2,12.11,1.52,
0.609,1028,46.2,12.11,1.52,
0.619,1028,46.2,12.11,1.52,
0.629,1028,46.2,12.11,1.52,
0.639,1057,46.2,12.11,1.52,
0.649,1057,46.2,12.11,1.52,
0.659,1057,46.2,12.11,1.52,
0.669,1057,46.2,12.11,1.52,
0.679,1057,46.2,12.11,1.52,
0.689,1057,46.3,12.11,1.52,
0.699,1034,46.2,12.11,1.52,
0.709,1034,46.0,12.11,1.52,
0.719,1034,44.8,12.11,1.52,
0.729,1034,41.7,12.11,1.52,
0.739,1034,38.9,12.11,1.52,
0.749,1067,37.7,12.11,1.52,
0.759,1067,36.9,12.11,1.52,
0.769,1067,36.3,12.11,1.52,
0.779,1067,35.9,12.11,1.52,
0.789,1067,35.5,12.11,1.52,
0.799,1067,35.3,12.11,1.52,
