Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,770,0.0,12.01,1.52,
0.009,770,0.0,11.81,1.52,
0.019,770,0.0,11.62,1.52,
0.029,770,0.0,11.50,1.52,
0.039,770,0.0,11.46,1.52,
0.049,770,0.0,11.46,1.52,
0.059,920,0.0,11.48,1.52,
0.069,920,0.0,11.51,1.52,
0.079,920,0.0,11.53,1.52,
0.089,920,0.0,11.55,1.52,
0.099,920,0.0,11.57,1.52,
0.109,920,0.0,11.59,1.52,
0.119,1001,0.0,11.52,1.52,
0.129,1001,0.0,11.34,1.52,
0.139,1001,0.0,11.15,1.52,
0.149,1001,0.0,11.02,1.52,
0.159,1001,0.0,10.97,1.52,
0.169,1001,0.0,10.98,1.52,
0.179,1031,0.0,11.02,1.52,
0.189,1031,0.0,11.06,1.52,
0.199,1031,0.0,11.10,1.52,
0.209,1031,0.0,11.14,1.52,
0.219,1031,0.0,11.18,1.52,
0.230,1063,0.0,11.18,1.52,
0.239,1063,0.0,11.04,1.52,
0.249,1063,0.0,10.85,1.52,
0.259,1063,0.0,10.70,1.52,
0.269,1063,0.0,10.63,1.52,
0.279,1063,0.0,10.63,1.52,
0.289,1068,0.0,10.67,1.52,
0.299,1068,0.0,10.72,1.52,
0.310,1068,0.0,10.77,1.52,
0.319,1068,0.0,10.82,1.52,
0.329,1068,0.0,10.87,1.52,
0.339,1196,0.0,10.83,1.52,
0.349,1196,0.0,10.66,1.52,
0.359,1196,0.0,10.49,1.52,
0.369,1196,0.0,10.39,1.52,
0.379,1196,0.0,10.37,1.52,
0.389,1147,0.0,10.40,1.52,
0.399,1147,0.0,10.45,1.52,
0.409,1147,0.0,10.51,1.52,
0.419,1147,0.0,10.56,1.52,
0.429,1147,0.0,10.61,1.52,
0.439,1107,0.0,10.65,1.52,
0.449,1107,0.0,10.56,1.52,
0.459,1107,0.0,10.39,1.52,
0.469,1107,0.0,10.24,1.48,
0.479,1107,0.0,10.16,1.44,
0.489,1107,0.0,10.16,1.44,
0.499,1043,0.0,10.20,1.44,
0.509,1043,0.0,10.26,1.44,
0.519,1043,0.0,10.32,1.44,
0.529,1043,0.0,10.38,1.44,
0.539,1043,0.0,10.44,1.44,
0.549,1164,0.0,10.48,1.47,
0.559,1164,0.0,10.37,1.52,
0.569,1164,0.0,10.20,1.52,
0.579,1164,0.0,10.06,1.52,
0.589,1164,0.0,10.00,1.52,
0.599,1164,0.0,10.01,1.52,
0.609,1117,0.0,10.07,1.52,
