Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
1.129,4005,97.7,12.24,1.01,
1.139,3938,97.8,12.24,1.01,
1.150,4102,97.7,12.24,1.01,
1.159,4039,97.8,12.25,1.01,
1.169,4039,97.8,12.25,1.01,
1.179,4196,97.8,12.25,1.00,
1.189,4132,97.8,12.25,1.00,
1.199,4132,97.8,12.25,1.00,
1.209,4286,97.8,12.25,0.99,
1.219,4229,97.8,12.25,0.99,
1.229,4229,97.8,12.25,0.99,
1.240,4379,97.8,12.25,1.00,
1.249,4316,97.8,12.25,0.99,
1.259,4471,97.8,12.25,0.99,
1.269,4471,97.8,12.25,1.01,
1.279,4404,97.8,12.25,1.02,
1.289,4550,97.8,12.25,1.02,
1.299,4488,97.8,12.25,1.02,
1.309,4488,97.8,12.25,1.02,
1.319,4632,97.8,12.25,1.02,
1.329,4572,97.8,12.25,1.02,
1.339,4712,97.8,12.25,1.02,
1.349,4652,97.8,12.25,1.02,
1.359,4652,97.8,12.25,1.03,
1.369,4787,97.9,12.25,1.02,
1.379,4731,97.8,12.25,1.02,
1.389,4859,97.9,12.25,1.02,
1.399,4809,97.8,12.25,1.02,
1.409,4809,97.9,12.25,1.03,
1.419,4935,97.9,12.25,1.03,
1.429,4879,97.8,12.25,1.02,
1.439,5005,97.9,12.25,1.02,
1.449,4953,97.8,12.25,1.03,
1.459,4953,97.9,12.25,1.02,
1.469,5070,97.9,12.25,1.03,
1.479,5023,97.9,12.25,1.02,
1.489,5136,97.9,12.25,1.02,
1.499,5087,97.9,12.25,1.03,
1.509,5207,97.9,12.25,1.02,
1.519,5153,97.9,12.25,1.02,
1.529,5153,97.9,12.25,1.03,
1.539,5274,98.0,12.25,1.03,
1.549,5219,97.9,12.25,1.03,
1.559,5335,97.9,12.25,1.03,
1.569,5284,98.0,12.25,1.03,
1.579,5399,98.0,12.25,1.03,
1.589,5348,98.0,12.25,1.03,
1.599,5458,98.0,12.25,1.00,
1.609,5411,97.9,12.25,0.99,
1.619,5513,98.0,12.25,0.99,
1.629,5513,98.0,12.25,0.99,
1.639,5467,98.0,12.25,0.99,
1.649,5572,98.0,12.25,1.00,
1.659,5521,98.0,12.26,0.99,
1.669,5487,98.0,12.26,0.99,
1.679,5446,98.0,12.26,1.00,
1.689,5403,98.0,12.26,1.01,
1.699,5360,98.0,12.26,1.01,
1.709,5331,98.0,12.26,1.01,
1.720,5281,98.0,12.26,1.01,
1.729,5281,98.0,12.26,1.01,
1.739,5255,98.0,12.26,1.01,
1.749,5211,98.0,12.26,1.01,
1.759,5184,98.0,12.26,1.24,
1.769,5142,98.0,12.26,1.52,
1.779,5115,98.0,12.26,1.52,
1.789,5079,98.0,12.26,1.52,
1.800,5079,98.0,12.26,1.52,
1.809,5148,98.0,12.26,1.52,
1.819,5107,98.0,12.26,1.52,
1.829,5085,98.0,12.26,1.52,
1.839,5051,98.0,12.26,1.52,
1.849,5022,98.0,12.26,1.52,
1.859,4984,95.8,12.26,1.52,
1.869,4984,87.7,12.26,1.52,
1.879,4960,74.8,12.26,1.52,
1.891,4924,57.2,12.26,1.52,
1.899,4900,30.6,12.24,1.52,
1.909,4872,1.5,12.07,1.52,
1.919,4872,0.0,12.01,1.52,
1.929,4842,0.0,11.83,1.52,
1.939,4813,0.0,11.65,1.52,
1.949,4789,0.0,11.53,1.52,
1.959,4758,0.0,11.30,1.52,
1.969,4758,0.0,11.17,1.52,
1.979,4732,0.0,10.99,1.52,
1.989,4705,0.0,10.82,1.52,
1.999,4680,0.0,10.72,1.52,
2.009,4650,0.0,10.50,1.52,
2.019,4650,0.0,10.38,1.52,
2.029,4623,0.0,10.25,1.52,
2.039,4592,0.0,10.08,1.52,
2.050,4567,0.0,10.02,1.52,
2.059,4567,0.0,9.83,1.52,
2.069,4539,0.0,9.71,1.52,
2.079,4513,0.0,9.64,1.52,
2.089,4484,0.0,9.46,1.52,
2.099,4484,0.0,9.38,1.52,
2.112,4458,0.0,9.27,1.52,
2.119,4429,0.0,9.13,1.52,
2.130,4403,0.0,9.09,1.52,
2.139,4403,0.0,8.94,1.52,
2.149,4371,0.0,8.84,1.52,
2.159,4345,0.0,8.82,1.52,
2.169,4345,0.0,8.66,1.52,
2.179,4315,0.0,8.59,1.52,
2.189,4288,0.0,8.55,1.52,
2.200,4258,0.0,8.41,1.52,
2.209,4258,0.0,8.37,1.52,
2.219,4234,0.0,8.31,1.52,
2.229,4202,0.0,8.19,1.52,
2.239,4202,0.0,8.17,1.52,
2.249,4176,0.0,8.09,1.52,
2.259,4146,0.0,7.99,1.52,
2.269,4146,0.0,7.99,1.52,
2.279,4119,0.0,7.90,1.52,
2.289,4084,0.0,7.82,1.52,
2.299,4084,0.0,7.82,1.52,
2.309,4059,0.0,7.73,1.52,
2.319,4029,0.0,7.66,1.52,
2.329,4029,0.0,7.67,1.52,
2.339,4003,0.0,7.58,1.52,
2.349,3971,0.0,7.51,1.52,
2.359,3971,0.0,7.52,1.52,
2.369,3946,0.0,7.44,1.52,
2.379,3913,0.0,7.37,1.52,
2.389,3913,0.0,7.39,1.52,
2.399,3889,0.0,7.33,1.52,
2.409,3856,0.0,7.26,1.52,
2.419,3856,0.0,7.27,1.52,
2.429,3829,0.0,7.24,1.52,
2.439,3796,0.0,7.16,1.52,
2.449,3796,0.0,7.16,1.52,
2.459,3772,0.0,7.16,1.52,
2.469,3772,0.0,7.07,1.52,
2.479,3740,0.0,7.07,1.52,
2.489,3714,0.0,7.11,1.52,
2.499,3714,0.0,7.01,1.52,
2.509,3683,0.0,6.99,1.52,
2.520,3656,0.0,7.05,1.52,
2.529,3656,0.0,6.96,1.52,
2.539,3623,0.0,6.92,1.52,
2.550,3623,0.0,6.96,1.52,
2.559,3597,0.0,6.95,1.52,
2.570,3564,0.0,6.88,1.52,
2.579,3564,0.0,6.89,1.52,
2.589,3534,0.0,6.94,1.52,
2.599,3534,0.0,6.84,1.52,
2.609,3503,0.0,6.83,1.52,
2.619,3503,0.0,6.90,1.52,
2.629,3477,0.0,6.85,1.52,
2.639,3446,0.0,6.80,1.52,
2.649,3446,0.0,6.83,1.52,
2.659,3417,0.0,6.88,1.52,
2.669,3417,0.0,6.79,1.52,
2.679,3385,0.0,6.79,1.52,
2.689,3385,0.0,6.86,1.52,
2.699,3357,0.0,6.83,1.52,
2.710,3324,0.0,6.77,1.52,
2.719,3324,0.0,6.80,1.52,
2.729,3295,0.0,6.88,1.52,
2.739,3295,0.0,6.78,1.52,
2.749,3260,0.0,6.76,1.52,
2.759,3260,0.0,6.82,1.52,
2.770,3234,0.0,6.85,1.52,
2.779,3234,0.0,6.76,1.52,
2.789,3201,0.0,6.76,1.52,
2.799,3201,0.0,6.84,1.52,
2.809,3173,0.0,6.83,1.52,
2.819,3173,0.0,6.76,1.52,
2.829,3140,0.0,6.78,1.52,
2.839,3140,0.0,6.88,1.52,
2.849,3112,0.0,6.83,1.52,
2.859,3078,0.0,6.78,1.52,
2.869,3078,0.0,6.81,1.52,
2.880,3050,0.0,6.92,1.52,
2.889,3050,0.0,6.85,1.52,
2.900,3014,0.0,6.80,1.52,
2.909,3014,0.0,6.84,1.52,
2.920,2987,0.0,6.95,1.52,
2.929,2987,0.0,6.88,1.52,
2.939,2953,0.0,6.83,1.52,
2.949,2953,0.0,6.86,1.52,
2.959,2953,0.0,6.97,1.52,
2.969,2923,0.0,6.92,1.52,
2.979,2923,0.0,6.86,1.52,
2.989,2887,0.0,6.89,1.52,
2.999,2887,0.0,6.99,1.52,
3.009,2859,0.0,6.99,1.52,
3.019,2859,0.0,6.91,1.52,
3.029,2823,0.0,6.92,1.52,
3.039,2823,0.0,7.01,1.52,
3.049,2793,0.0,7.07,1.52,
3.059,2793,0.0,6.97,1.52,
3.069,2756,0.0,6.96,1.52,
3.079,2756,0.0,7.02,1.52,
3.089,2727,0.0,7.14,1.52,
3.099,2727,0.0,7.06,1.52,
3.109,2727,0.0,7.01,1.52,
3.119,2689,0.0,7.04,1.52,
3.129,2689,0.0,7.14,1.52,
3.139,2656,0.0,7.17,1.52,
3.149,2656,0.0,7.08,1.52,
3.159,2618,0.0,7.08,1.52,
3.169,2618,0.0,7.15,1.52,
3.179,2589,0.0,7.27,1.52,
3.189,2589,0.0,7.20,1.52,
3.199,2589,0.0,7.13,1.52,
3.209,2550,0.0,7.15,1.52,
3.219,2550,0.0,7.24,1.52,
3.229,2521,0.0,7.34,1.52,
3.239,2521,0.0,7.24,1.52,
3.249,2521,0.0,7.20,1.52,
3.259,2481,0.0,7.24,1.52,
3.269,2481,0.0,7.34,1.52,
3.279,2450,0.0,7.42,1.52,
3.289,2450,0.0,7.31,1.52,
3.299,2450,0.0,7.28,1.52,
3.311,2410,0.0,7.32,1.52,
3.319,2410,0.0,7.43,1.52,
3.329,2376,0.0,7.51,1.52,
3.339,2376,0.0,7.40,1.52,
3.349,2376,0.0,7.36,1.52,
3.359,2335,0.0,7.40,1.52,
3.369,2335,0.0,7.50,1.52,
3.379,2304,0.0,7.61,1.52,
3.389,2304,0.0,7.51,1.52,
3.399,2304,0.0,7.45,1.52,
3.409,2264,0.0,7.47,1.52,
3.422,2264,0.0,7.56,1.52,
3.429,2264,0.0,7.69,1.52,
3.439,2233,0.0,7.65,1.52,
3.449,2233,0.0,7.55,1.52,
3.459,2190,0.0,7.54,1.52,
3.469,2190,0.0,7.60,1.52,
3.479,2190,0.0,7.72,1.52,
3.489,2156,0.0,7.80,1.52,
3.499,2156,0.0,7.69,1.52,
3.509,2156,0.0,7.63,1.52,
3.519,2113,0.0,7.65,1.52,
3.529,2113,0.0,7.74,1.52,
3.539,2113,0.0,7.87,1.52,
3.549,2078,0.0,7.88,1.52,
3.559,2078,0.0,7.76,1.52,
3.569,2078,0.0,7.72,1.52,
3.579,2035,0.0,7.76,1.52,
3.589,2035,0.0,7.86,1.52,
3.599,2035,0.0,7.99,1.52,
3.609,1998,0.0,7.99,1.52,
3.619,1998,0.0,7.87,1.52,
3.629,1998,0.0,7.83,1.52,
3.639,1952,0.0,7.86,1.52,
3.649,1952,0.0,7.96,1.52,
3.659,1952,0.0,8.08,1.52,
3.669,1917,0.0,8.13,1.52,
3.679,1917,0.0,8.01,1.52,
3.689,1917,0.0,7.94,1.52,
3.699,1871,0.0,7.95,1.52,
3.709,1871,0.0,8.03,1.52,
3.719,1871,0.0,8.15,1.52,
3.730,1834,0.0,8.27,1.52,
3.739,1834,0.0,8.20,1.52,
3.750,1834,0.0,8.08,1.52,
3.759,1834,0.0,8.05,1.52,
3.769,1785,0.0,8.09,1.52,
3.780,1785,0.0,8.19,1.52,
3.789,1785,0.0,8.31,1.52,
3.799,1747,0.0,8.40,1.52,
3.809,1747,0.0,8.30,1.52,
3.819,1747,0.0,8.19,1.52,
3.829,1747,0.0,8.17,1.52,
3.839,1695,0.0,8.22,1.52,
3.849,1695,0.0,8.32,1.52,
3.861,1695,0.0,8.44,1.52,
3.870,1657,0.0,8.55,1.52,
3.879,1657,0.0,8.47,1.52,
3.889,1657,0.0,8.34,1.52,
3.899,1657,0.0,8.30,1.52,
3.909,1606,0.0,8.33,1.52,
3.919,1606,0.0,8.42,1.52,
3.929,1606,0.0,8.53,1.52,
3.939,1606,0.0,8.64,1.52,
3.949,1566,0.0,8.67,1.52,
3.959,1566,0.0,8.54,1.52,
3.971,1566,0.0,8.43,1.52,
3.979,1566,0.0,8.42,1.52,
3.989,1511,0.0,8.47,1.52,
3.999,1511,0.0,8.57,1.52,
4.009,1511,0.0,8.68,1.52,
4.019,1511,0.0,8.79,1.52,
4.029,1471,0.0,8.83,1.52,
4.039,1471,0.0,8.71,1.52,
4.049,1471,0.0,8.59,1.52,
4.059,1471,0.0,8.56,1.52,
4.069,1421,0.0,8.60,1.52,
4.082,1421,0.0,8.69,1.52,
4.089,1421,0.0,8.80,1.52,
4.099,1421,0.0,8.91,1.52,
4.109,1421,0.0,9.01,1.52,
4.119,1382,0.0,8.96,1.52,
4.129,1382,0.0,8.82,1.52,
4.139,1382,0.0,8.72,1.52,
4.149,1382,0.0,8.71,1.52,
4.159,1330,0.0,8.77,1.52,
4.169,1330,0.0,8.87,1.52,
4.179,1330,0.0,8.97,1.52,
4.189,1330,0.0,9.07,1.52,
4.199,1330,0.0,9.17,1.52,
4.209,1292,0.0,9.15,1.52,
4.219,1292,0.0,9.01,1.52,
4.229,1292,0.0,8.89,1.52,
4.239,1292,0.0,8.86,1.52,
4.249,1292,0.0,8.90,1.52,
4.259,1237,0.0,8.98,1.52,
4.269,1237,0.0,9.08,1.52,
4.279,1237,0.0,9.18,1.52,
4.289,1237,0.0,9.27,1.52,
4.299,1237,0.0,9.36,1.52,
4.309,1194,0.0,9.32,1.52,
4.319,1194,0.0,9.18,1.52,
4.329,1194,0.0,9.06,1.52,
4.339,1194,0.0,9.02,1.52,
4.349,1194,0.0,9.05,1.52,
4.359,1133,0.0,9.13,1.52,
4.369,1133,0.0,9.22,1.52,
4.379,1133,0.0,9.31,1.52,
4.389,1133,0.0,9.40,1.52,
4.399,1133,0.0,9.49,1.52,
4.410,1084,0.0,9.56,1.52,
4.419,1084,0.0,9.49,1.52,
4.430,1084,0.0,9.35,1.52,
4.439,1084,0.0,9.22,1.52,
4.449,1084,0.0,9.17,1.52,
4.459,1084,0.0,9.19,1.52,
4.469,1017,0.0,9.26,1.52,
4.479,1017,0.0,9.35,1.52,
4.489,1017,0.0,9.44,1.52,
4.499,1017,0.0,9.53,1.52,
4.509,1017,0.0,9.61,1.52,
4.519,1017,0.0,9.69,1.52,
4.529,1017,0.0,9.76,1.52,
4.539,962,0.0,9.72,1.52,
4.549,962,0.0,9.59,1.52,
4.559,962,0.0,9.45,1.52,
4.569,962,0.0,9.36,1.52,
4.579,962,0.0,9.36,1.52,
4.589,962,0.0,9.41,1.52,
4.599,884,0.0,9.49,1.52,
4.609,884,0.0,9.57,1.52,
4.622,884,0.0,9.65,1.52,
4.629,884,0.0,9.73,1.52,
4.639,884,0.0,9.81,1.52,
4.649,884,0.0,9.89,1.52,
4.659,884,0.0,9.96,1.52,
4.669,884,0.0,10.03,1.52,
4.679,819,0.0,10.01,1.52,
4.689,819,0.0,9.89,1.52,
4.699,819,0.0,9.75,1.52,
4.709,819,0.0,9.63,1.52,
4.719,819,0.0,9.57,1.52,
4.730,819,0.0,9.58,1.52,
4.739,819,0.0,9.64,1.52,
4.749,819,0.0,9.72,1.52,
4.759,722,0.0,9.80,1.52,
4.769,722,0.0,9.88,1.52,
4.779,722,0.0,9.95,1.52,
4.789,722,0.0,10.02,1.52,
4.799,722,0.0,10.09,1.52,
4.809,722,0.0,10.16,1.52,
4.819,722,0.0,10.22,1.52,
4.829,722,0.0,10.28,1.52,
4.839,722,0.0,10.34,1.52,
4.850,635,0.0,10.38,1.52,
4.859,635,0.0,10.34,1.52,
4.869,635,0.0,10.23,1.52,
4.879,635,0.0,10.10,1.52,
4.889,635,0.0,9.98,1.52,
4.899,635,0.0,9.89,1.52,
4.909,635,0.0,9.85,1.52,
4.919,635,0.0,9.87,1.52,
4.929,635,0.0,9.93,1.52,
4.939,635,0.0,10.00,1.52,
4.949,635,0.0,10.07,1.52,
4.959,635,0.0,10.14,1.52,
4.969,635,0.0,10.21,1.52,
