Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,857,93.3,12.13,1.52,
0.009,857,93.3,12.13,1.52,
0.019,857,93.4,12.13,1.52,
0.029,857,93.3,12.13,1.52,
0.039,857,93.3,12.13,1.52,
0.049,937,93.3,12.13,1.52,
0.059,937,93.3,12.13,1.52,
0.069,937,93.3,12.13,1.52,
0.079,937,93.3,12.13,1.52,
0.089,937,93.3,12.13,1.52,
0.099,937,93.3,12.13,1.52,
0.109,937,93.3,12.13,1.52,
0.119,951,93.3,12.13,1.52,
0.129,951,93.3,12.13,1.52,
0.139,951,93.3,12.13,1.52,
0.149,951,93.3,12.13,1.52,
0.159,951,93.3,12.13,1.52,
0.169,951,93.3,12.13,1.52,
0.179,992,93.3,12.13,1.52,
0.189,992,93.3,12.13,1.52,
0.199,992,93.3,12.13,1.52,
0.209,992,93.3,12.13,1.52,
0.219,992,93.3,12.13,1.52,
0.229,992,93.3,12.13,1.52,
0.239,956,93.3,12.13,1.52,
0.249,956,93.3,12.13,1.52,
0.259,956,93.3,12.13,1.52,
0.269,956,93.3,12.13,1.52,
0.279,956,93.3,12.13,1.52,
0.289,956,93.3,12.13,1.52,
0.299,962,93.3,12.13,1.52,
0.309,962,93.3,12.13,1.52,
0.319,962,93.3,12.13,1.52,
0.329,962,93.3,12.13,1.52,
0.339,962,93.3,12.13,1.52,
0.349,962,93.3,12.13,1.52,
0.359,962,93.3,12.13,1.52,
0.369,856,93.3,12.13,1.52,
0.379,856,93.3,12.13,1.52,
0.389,856,93.3,12.13,1.52,
0.399,856,93.3,12.13,1.52,
0.409,856,93.3,12.13,1.52,
0.419,856,93.3,12.13,1.52,
0.429,856,93.3,12.13,1.52,
0.439,856,93.3,12.13,1.52,
0.449,804,93.3,12.13,1.52,
0.459,804,93.3,12.13,1.52,
0.469,804,93.3,12.13,1.52,
0.479,804,93.3,12.13,1.52,
0.489,804,93.3,12.13,1.52,
0.499,804,93.3,12.13,1.52,
0.509,804,93.3,12.13,1.52,
0.519,804,93.3,12.13,1.52,
0.529,804,93.3,12.13,1.52,
0.539,632,93.3,12.13,1.52,
0.549,632,93.3,12.13,1.52,
0.559,632,93.3,12.13,1.52,
0.569,632,93.3,12.13,1.52,
0.579,632,93.3,12.13,1.52,
0.589,632,93.3,12.13,1.52,
0.599,632,93.3,12.13,1.52,
0.609,632,93.3,12.13,1.52,
0.619,632,93.3,12.13,1.52,
0.629,632,93.3,12.13,1.52,
0.639,632,93.3,12.13,1.52,
0.649,563,93.3,12.13,1.52,
0.659,563,93.3,12.13,1.52,
0.669,563,93.3,12.13,1.52,
0.679,563,93.3,12.13,1.52,
0.689,563,93.3,12.13,1.52,
0.699,563,93.3,12.13,1.52,
0.709,563,93.3,12.13,1.52,
0.719,563,93.3,12.13,1.52,
0.729,563,93.3,12.13,1.52,
0.739,563,93.3,12.13,1.52,
0.749,563,93.3,12.13,1.52,
0.759,563,93.3,12.13,1.52,
0.769,563,93.3,12.13,1.52,
