Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,923,0.0,11.49,1.52,
0.009,923,0.0,11.52,1.52,
0.019,923,0.0,11.54,1.52,
0.029,923,0.0,11.56,1.52,
0.039,923,0.0,11.58,1.52,
0.049,996,0.0,11.48,1.52,
0.059,996,0.0,11.28,1.52,
0.069,996,0.0,11.09,1.52,
0.079,996,0.0,10.97,1.52,
0.089,996,0.0,10.93,1.52,
0.102,1023,0.0,10.94,1.52,
0.109,1023,0.0,10.98,1.52,
0.119,1023,0.0,11.02,1.52,
0.129,1023,0.0,11.06,1.52,
0.139,1023,0.0,11.10,1.52,
0.149,1023,0.0,11.14,1.52,
0.159,1052,0.0,11.14,1.52,
0.169,1052,0.0,10.99,1.52,
0.179,1052,0.0,10.80,1.52,
0.189,1052,0.0,10.65,1.52,
0.199,1052,0.0,10.58,1.52,
0.210,1052,0.0,10.58,1.52,
0.219,1057,0.0,10.62,1.52,
0.229,1057,0.0,10.67,1.52,
0.239,1057,0.0,10.72,1.52,
0.249,1057,0.0,10.77,1.52,
0.259,1057,0.0,10.82,1.52,
0.270,1072,0.0,10.85,1.52,
0.279,1072,0.0,10.74,1.52,
0.289,1072,0.0,10.56,1.52,
0.299,1072,0.0,10.40,1.52,
0.309,1072,0.0,10.32,1.52,
0.319,1072,0.0,10.32,1.52,
0.329,1068,0.0,10.36,1.52,
0.339,1068,0.0,10.42,1.52,
0.349,1068,0.0,10.48,1.52,
0.359,1068,0.0,10.54,1.52,
0.369,1068,0.0,10.59,1.52,
0.379,1068,0.0,10.64,1.52,
0.389,1078,0.0,10.56,1.52,
0.399,1078,0.0,10.39,1.52,
0.409,1078,0.0,10.23,1.52,
0.419,1078,0.0,10.14,1.52,
0.429,1078,0.0,10.13,1.52,
0.439,1072,0.0,10.17,1.52,
0.449,1072,0.0,10.23,1.52,
0.459,1072,0.0,10.29,1.52,
0.469,1072,0.0,10.35,1.52,
0.479,1072,0.0,10.41,1.52,
0.489,1072,0.0,10.47,1.52,
0.499,1082,0.0,10.42,1.52,
0.509,1082,0.0,10.26,1.52,
0.519,1082,0.0,10.10,1.52,
0.531,1082,0.0,10.00,1.52,
0.539,1082,0.0,9.99,1.52,
0.549,1074,0.0,10.03,1.52,
0.559,1074,0.0,10.09,1.52,
0.569,1074,0.0,10.16,1.52,
0.579,1074,0.0,10.22,1.52,
0.589,1074,0.0,10.28,1.52,
0.599,1074,0.0,10.34,1.52,
0.609,1084,0.0,10.32,1.52,
0.619,1084,0.0,10.17,1.52,
0.629,1084,0.0,10.01,1.52,
0.639,1084,0.0,9.90,1.52,
0.649,1084,0.0,9.88,1.52,
0.660,1072,0.0,9.92,1.52,
0.669,1072,0.0,9.99,1.52,
0.679,1072,0.0,10.06,1.52,
0.689,1072,0.0,10.13,1.52,
0.699,1072,0.0,10.20,1.52,
0.709,1072,0.0,10.26,1.52,
0.719,1077,0.0,10.26,1.52,
0.729,1077,0.0,10.12,1.52,
0.739,1077,0.0,9.96,1.52,
0.749,1077,0.0,9.84,1.52,
0.762,1077,0.0,9.81,1.52,
0.769,1077,0.0,9.84,1.52,
0.779,1070,0.0,9.91,1.52,
0.789,1070,0.0,9.98,1.52,
0.799,1070,0.0,10.05,1.52,
0.809,1070,0.0,10.12,1.52,
0.819,1070,0.0,10.19,1.52,
0.829,1079,0.0,10.22,1.52,
0.839,1079,0.0,10.10,1.52,
0.849,1079,0.0,9.94,1.52,
0.859,1079,0.0,9.81,1.52,
0.870,1079,0.0,9.77,1.52,
0.879,1079,0.0,9.79,1.52,
0.889,1040,0.0,9.85,1.52,
0.899,1040,0.0,9.92,1.52,
0.909,1040,0.0,9.99,1.52,
0.919,1040,0.0,10.06,1.52,
0.929,1040,0.0,10.13,1.52,
0.939,1040,0.0,10.20,1.52,
0.949,992,0.0,10.20,1.52,
0.959,992,0.0,10.07,1.52,
0.969,992,0.0,9.91,1.52,
0.979,992,0.0,9.78,1.52,
0.989,992,0.0,9.73,1.52,
0.999,992,0.0,9.75,1.52,
1.009,992,0.0,9.81,1.52,
1.019,915,0.0,9.88,1.52,
1.029,915,0.0,9.95,1.52,
1.039,915,0.0,10.02,1.52,
1.049,915,0.0,10.09,1.52,
1.059,915,0.0,10.16,1.52,
1.069,915,0.0,10.22,1.52,
1.079,915,0.0,10.27,1.52,
1.089,855,0.0,10.22,1.52,
1.099,855,0.0,10.08,1.52,
1.109,855,0.0,9.93,1.52,
1.119,855,0.0,9.81,1.52,
1.129,855,0.0,9.76,1.52,
1.139,855,0.0,9.78,1.52,
1.149,855,0.0,9.84,1.52,
1.160,763,0.0,9.91,1.52,
1.169,763,0.0,9.98,1.52,
1.181,763,0.0,10.05,1.52,
1.189,763,0.0,10.12,1.52,
1.199,763,0.0,10.19,1.52,
1.209,763,0.0,10.25,1.52,
1.220,763,0.0,10.31,1.52,
1.229,763,0.0,10.37,1.52,
1.239,763,0.0,10.43,1.52,
1.249,693,0.0,10.44,1.52,
1.259,693,0.0,10.35,1.52,
1.269,693,0.0,10.22,1.52,
1.279,693,0.0,10.08,1.52,
1.289,693,0.0,9.96,1.52,
1.299,693,0.0,9.89,1.52,
1.309,693,0.0,9.89,1.52,
1.319,693,0.0,9.94,1.52,
1.329,693,0.0,10.01,1.52,
1.339,693,0.0,10.08,1.52,
1.349,693,0.0,10.15,1.52,
1.359,563,0.0,10.22,1.52,
1.369,563,0.0,10.28,1.52,
1.379,563,0.0,10.34,1.52,
1.389,563,0.0,10.40,1.52,
1.399,563,0.0,10.46,1.52,
1.409,563,0.0,10.52,1.52,
1.419,563,0.0,10.57,1.52,
1.429,563,0.0,10.62,1.52,
1.439,563,0.0,10.67,1.52,
1.449,563,0.0,10.72,1.52,
