Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,519,92.2,12.16,1.51,
0.009,519,92.2,12.16,1.51,
0.019,519,92.1,12.16,1.51,
0.029,519,92.2,12.16,1.52,
0.039,519,92.2,12.16,1.52,
0.049,519,92.2,12.16,1.52,
0.059,519,92.2,12.16,1.52,
0.069,821,92.2,12.16,1.52,
0.079,821,92.2,12.16,1.52,
0.089,821,92.1,12.16,1.52,
0.099,821,92.2,12.16,1.52,
0.109,821,92.2,12.16,1.52,
0.119,821,92.2,12.16,1.51,
0.129,908,92.2,12.16,1.51,
0.139,908,92.2,12.16,1.52,
0.149,908,92.2,12.16,1.52,
0.159,908,92.2,12.16,1.52,
0.169,908,92.2,12.16,1.52,
0.179,908,92.2,12.16,1.52,
0.189,986,92.2,12.16,1.52,
0.199,986,92.2,12.16,1.52,
0.209,986,92.2,12.16,1.52,
0.219,986,92.2,12.16,1.52,
0.229,986,92.2,12.16,1.52,
0.239,986,92.2,12.16,1.52,
0.249,986,92.2,12.16,1.51,
0.259,993,92.2,12.16,1.52,
0.269,993,92.2,12.16,1.52,
0.279,993,92.2,12.16,1.52,
0.289,993,92.2,12.16,1.52,
0.299,993,92.2,12.16,1.52,
0.309,1037,92.2,12.16,1.52,
0.319,1037,92.2,12.16,1.52,
0.329,1037,92.2,12.16,1.52,
0.339,1037,92.2,12.16,1.52,
0.349,1037,92.2,12.16,1.52,
0.359,1037,92.2,12.16,1.51,
0.369,1023,92.2,12.16,1.52,
0.379,1023,92.2,12.16,1.52,
0.389,1023,92.2,12.16,1.52,
0.399,1023,92.2,12.16,1.52,
0.409,1023,92.2,12.16,1.52,
0.419,1023,92.2,12.16,1.52,
0.429,1059,92.2,12.16,1.52,
0.439,1059,92.2,12.16,1.52,
0.449,1059,92.2,12.16,1.52,
0.459,1059,92.1,12.16,1.52,
0.469,1059,92.2,12.16,1.52,
0.479,1059,92.2,12.16,1.51,
0.489,1041,92.2,12.16,1.52,
0.499,1041,92.2,12.16,1.52,
0.509,1041,92.2,12.16,1.52,
0.519,1041,92.2,12.16,1.51,
0.529,1505,92.2,12.16,1.52,
0.539,1505,92.2,12.16,1.52,
0.549,1505,92.2,12.16,1.52,
0.559,1505,92.2,12.16,1.52,
0.569,1481,92.2,12.16,1.52,
0.579,1481,92.2,12.16,1.52,
0.589,1481,92.2,12.16,1.52,
0.599,1816,92.2,12.16,1.39,
0.609,1816,92.2,12.16,1.26,
0.619,1816,92.2,12.16,1.26,
0.629,1733,92.2,12.16,1.26,
0.639,1733,92.2,12.16,1.26,
0.649,1733,92.1,12.16,1.26,
0.659,2054,92.2,12.16,1.26,
0.669,2054,92.1,12.16,1.26,
0.679,2054,92.2,12.16,1.18,
0.689,2031,92.2,12.16,0.94,
0.699,2031,92.2,12.16,0.95,
0.709,2031,92.2,12.16,0.94,
0.719,2316,92.2,12.16,0.94,
0.729,2316,92.2,12.16,0.95,
0.739,2316,92.2,12.16,0.94,
0.749,2150,92.2,12.16,0.95,
0.759,2150,92.2,12.16,0.95,
0.769,2332,92.2,12.16,0.94,
0.779,2332,92.2,12.16,0.94,
0.789,2332,92.2,12.16,0.94,
0.799,2142,92.2,12.16,0.94,
0.809,2142,92.2,12.16,0.94,
0.819,2142,92.2,12.16,0.94,
0.829,2339,92.2,12.16,0.94,
0.839,2339,92.2,12.16,0.94,
0.849,2173,92.2,12.16,0.96,
0.859,2173,92.2,12.16,0.96,
0.869,2173,92.2,12.16,0.96,
0.879,2370,92.2,12.16,0.96,
0.889,2370,92.2,12.16,0.96,
0.899,2370,92.2,12.16,0.96,
0.909,2192,92.2,12.16,0.96,
0.919,2192,92.2,12.16,0.96,
0.929,2370,92.2,12.16,0.98,
0.939,2370,92.2,12.16,1.00,
0.949,2370,92.2,12.16,1.00,
0.959,2207,92.2,12.16,1.00,
0.969,2207,92.2,12.16,1.00,
0.979,2399,92.2,12.16,0.99,
0.989,2399,92.2,12.16,1.00,
0.999,2399,92.2,12.16,1.00,
1.009,2238,92.2,12.16,1.05,
1.019,2238,92.2,12.16,1.10,
1.029,2421,92.2,12.16,1.09,
1.039,2421,92.2,12.16,1.10,
1.049,2421,92.2,12.16,1.10,
1.059,2252,92.2,12.16,1.09,
1.069,2252,92.2,12.16,1.10,
1.079,2252,92.2,12.16,1.09,
1.089,2436,92.2,12.16,1.12,
1.099,2436,92.2,12.16,1.18,
1.109,2289,92.2,12.16,1.18,
1.119,2289,92.2,12.16,1.18,
1.129,2289,92.2,12.16,1.18,
1.139,2467,92.2,12.16,1.18,
1.149,2467,92.2,12.16,1.18,
1.159,2310,92.2,12.16,1.18,
1.169,2310,92.2,12.16,1.18,
1.179,2310,92.2,12.16,1.17,
1.189,2485,92.2,12.16,1.18,
1.199,2485,92.2,12.16,1.18,
1.209,2332,92.2,12.16,1.17,
1.219,2332,92.2,12.16,1.18,
1.229,2332,92.2,12.16,1.18,
1.239,2498,92.2,12.16,1.18,
1.249,2498,92.2,12.16,1.18,
1.259,2336,92.2,12.16,1.21,
1.269,2336,92.2,12.16,1.21,
1.279,2336,92.2,12.16,1.21,
1.289,2510,92.2,12.16,1.21,
1.299,2510,92.2,12.16,1.21,
1.309,2370,92.2,12.16,1.20,
1.319,2370,92.2,12.16,1.21,
1.329,2370,92.2,12.16,1.21,
1.339,2543,92.2,12.16,1.22,
1.349,2543,92.2,12.16,1.22,
1.359,2407,92.2,12.16,1.22,
1.369,2407,92.2,12.16,1.22,
1.379,2576,92.2,12.16,1.22,
1.389,2576,92.2,12.16,1.22,
1.399,2576,92.2,12.16,1.22,
1.409,2427,92.2,12.16,1.22,
1.419,2427,92.2,12.16,1.23,
1.429,2597,92.2,12.16,1.22,
1.439,2597,92.2,12.16,1.23,
1.449,2597,92.2,12.16,1.22,
1.459,2454,92.2,12.16,1.23,
1.469,2454,92.2,12.16,1.23,
1.479,2615,92.2,12.16,1.23,
1.489,2615,92.2,12.16,1.23,
1.499,2482,92.2,12.16,1.22,
1.509,2482,92.2,12.16,1.24,
1.519,2482,92.2,12.16,1.24,
