Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,883,96.0,12.18,1.52,
0.009,883,96.0,12.18,1.52,
0.019,883,96.0,12.18,1.52,
0.029,883,96.0,12.18,1.52,
0.039,883,96.0,12.18,1.52,
0.049,976,96.0,12.18,1.52,
0.061,976,96.0,12.18,1.52,
0.069,976,96.0,12.18,1.52,
0.079,976,96.0,12.18,1.52,
0.089,976,96.0,12.18,1.52,
0.099,976,96.0,12.18,1.51,
0.109,998,96.0,12.18,1.52,
0.119,998,96.0,12.18,1.52,
0.129,998,96.0,12.18,1.52,
0.139,998,96.0,12.18,1.52,
0.149,998,96.0,12.18,1.52,
0.159,998,96.0,12.18,1.52,
0.169,1042,96.0,12.18,1.52,
0.179,1042,96.0,12.18,1.52,
0.189,1042,96.0,12.18,1.52,
0.199,1042,96.0,12.18,1.52,
0.209,1042,96.1,12.18,1.52,
0.219,1036,96.0,12.18,1.52,
0.229,1036,96.0,12.18,1.52,
0.239,1036,96.1,12.18,1.52,
0.249,1036,96.0,12.18,1.52,
0.259,1036,96.1,12.18,1.52,
0.269,1306,96.1,12.18,1.52,
0.279,1306,96.1,12.18,1.52,
0.289,1306,96.0,12.18,1.52,
0.299,1306,96.1,12.18,1.52,
0.309,1306,96.0,12.18,1.52,
0.319,1261,96.1,12.18,1.52,
0.329,1261,96.1,12.18,1.52,
0.339,1261,96.1,12.18,1.52,
0.349,1563,96.1,12.18,1.52,
0.359,1563,96.1,12.18,1.52,
0.369,1563,96.1,12.19,1.52,
0.379,1563,96.1,12.19,1.52,
0.390,1534,96.1,12.19,1.52,
0.399,1534,96.1,12.19,1.52,
0.409,1534,96.1,12.19,1.52,
0.419,1534,96.1,12.19,1.52,
0.429,1751,96.1,12.19,1.52,
0.439,1751,96.1,12.19,1.52,
0.449,1751,96.1,12.19,1.52,
0.460,1664,96.1,12.19,1.52,
0.469,1664,96.1,12.19,1.52,
0.479,1664,96.1,12.19,1.52,
0.489,1664,96.1,12.19,1.52,
0.500,1890,96.1,12.19,1.52,
0.509,1890,96.1,12.19,1.52,
0.519,1890,96.1,12.19,1.52,
0.529,1747,96.1,12.19,1.52,
0.539,1747,96.1,12.19,1.52,
0.549,1747,96.1,12.19,1.52,
0.559,1949,96.1,12.19,1.52,
0.569,1949,96.1,12.19,1.52,
0.579,1949,96.1,12.19,1.52,
0.589,1777,96.1,12.19,1.52,
0.599,1777,96.1,12.19,1.52,
0.612,1777,96.1,12.19,1.52,
0.619,1777,96.1,12.19,1.52,
0.629,1982,96.1,12.19,1.52,
0.639,1982,96.1,12.19,1.52,
0.649,1982,96.1,12.19,1.52,
0.659,1813,96.1,12.19,1.52,
0.669,1813,96.1,12.19,1.52,
0.679,1813,96.1,12.19,1.52,
0.689,2040,96.1,12.19,1.52,
0.699,2040,96.1,12.19,1.52,
0.709,2040,96.1,12.19,1.52,
0.719,1912,96.2,12.19,1.52,
0.729,1912,96.1,12.19,1.52,
0.739,1912,96.2,12.19,1.51,
0.749,2152,96.1,12.19,1.51,
0.759,2152,96.1,12.19,1.50,
0.769,2152,96.2,12.19,1.50,
0.779,2031,96.2,12.19,1.50,
0.789,2031,96.1,12.19,1.50,
0.799,2269,96.1,12.19,1.50,
0.809,2269,96.2,12.19,1.50,
0.819,2269,96.1,12.19,1.50,
0.829,2161,96.1,12.19,1.40,
0.839,2161,96.1,12.19,1.41,
0.849,2161,96.1,12.19,1.40,
0.859,2394,96.1,12.19,1.41,
0.869,2394,96.2,12.19,1.41,
0.879,2289,96.1,12.19,1.40,
0.889,2289,96.2,12.19,1.41,
0.899,2289,96.2,12.19,1.40,
0.909,2502,96.2,12.19,1.32,
0.919,2502,96.2,12.19,1.31,
0.929,2418,96.2,12.19,1.30,
0.940,2418,96.2,12.19,1.31,
0.949,2608,96.2,12.19,1.30,
