Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,769,93.3,12.20,1.52,
0.009,769,93.3,12.20,1.52,
0.019,769,93.3,12.20,1.52,
0.029,769,93.3,12.20,1.52,
0.039,769,93.3,12.20,1.51,
0.049,885,93.3,12.20,1.51,
0.059,885,93.3,12.20,1.52,
0.069,885,93.3,12.20,1.52,
0.079,885,93.3,12.20,1.52,
0.089,885,93.3,12.20,1.52,
0.099,885,93.3,12.20,1.52,
0.109,885,93.3,12.20,1.52,
0.119,967,93.3,12.20,1.52,
0.129,967,93.3,12.20,1.52,
0.139,967,93.3,12.20,1.52,
0.149,967,93.3,12.20,1.52,
0.159,967,93.3,12.20,1.52,
0.169,967,93.3,12.20,1.52,
0.179,985,93.3,12.20,1.52,
0.189,985,93.3,12.20,1.52,
0.199,985,93.3,12.20,1.52,
0.209,985,93.3,12.20,1.52,
0.219,985,93.3,12.20,1.52,
0.229,985,93.3,12.20,1.52,
0.239,1030,93.3,12.20,1.52,
0.249,1030,93.3,12.20,1.52,
0.259,1030,93.3,12.20,1.52,
0.269,1030,93.3,12.20,1.52,
0.279,1030,93.3,12.20,1.52,
0.290,1025,93.3,12.20,1.52,
0.299,1025,93.3,12.20,1.52,
0.309,1025,93.3,12.20,1.52,
0.319,1025,93.3,12.20,1.52,
0.330,1494,93.3,12.20,1.51,
0.339,1494,93.3,12.20,1.49,
0.349,1494,93.3,12.20,1.49,
0.359,1494,93.3,12.20,1.49,
0.369,1483,93.3,12.20,1.49,
0.379,1483,93.3,12.20,1.49,
0.389,1483,93.3,12.20,1.49,
0.399,1483,93.3,12.20,1.49,
0.409,1805,93.3,12.20,1.31,
0.419,1805,93.3,12.20,0.82,
0.429,1805,93.3,12.20,0.82,
0.439,1730,93.3,12.20,0.81,
0.449,1730,93.3,12.20,0.82,
0.459,1730,93.3,12.20,0.82,
0.469,1977,93.3,12.20,0.81,
0.479,1977,93.3,12.20,0.82,
0.489,1977,93.3,12.20,0.81,
0.499,1977,93.3,12.20,0.75,
0.509,1823,93.3,12.20,0.75,
0.519,1823,93.3,12.20,0.75,
0.529,1823,93.3,12.20,0.75,
0.539,2032,93.3,12.20,0.75,
0.549,2032,93.3,12.20,0.75,
0.559,2032,93.3,12.20,0.75,
0.569,1854,93.3,12.20,0.75,
0.579,1854,93.3,12.20,0.80,
0.589,1854,93.3,12.20,0.80,
0.599,2031,93.3,12.20,0.80,
0.609,2031,93.3,12.20,0.81,
0.619,2031,93.3,12.20,0.81,
0.629,1838,93.3,12.20,0.81,
0.639,1838,93.3,12.20,0.81,
0.649,1838,93.3,12.20,0.81,
0.659,2020,93.3,12.20,0.84,
0.669,2020,93.3,12.20,0.86,
0.679,2020,93.3,12.20,0.86,
0.689,1836,93.3,12.20,0.86,
