Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,532,93.2,3.25,1.52,
0.009,532,93.2,3.52,1.52,
0.019,532,93.2,3.78,1.52,
0.029,532,93.3,4.03,1.52,
0.039,532,93.2,4.28,1.52,
0.049,532,93.2,4.52,1.52,
0.059,532,93.2,4.75,1.52,
0.069,532,93.2,4.98,1.52,
0.079,532,93.3,5.20,1.52,
0.089,532,93.3,5.41,1.52,
0.099,0,93.2,5.62,1.52,
0.109,0,93.2,5.82,1.52,
0.119,0,93.2,6.01,1.52,
0.129,0,93.2,6.20,1.52,
0.139,0,93.3,6.38,1.52,
0.149,0,93.2,6.56,1.52,
0.159,0,93.2,6.73,1.52,
0.169,0,93.2,6.90,1.52,
0.179,0,93.2,7.06,1.52,
0.189,0,93.2,7.22,1.52,
0.199,0,93.2,7.37,1.52,
0.209,0,93.2,7.52,1.52,
0.219,0,93.2,7.66,1.52,
0.229,0,93.2,7.80,1.52,
0.239,0,93.2,7.93,1.52,
0.249,0,93.2,8.06,1.52,
0.259,0,93.2,8.19,1.52,
0.269,0,93.2,8.31,1.52,
0.279,0,93.2,8.43,1.52,
0.289,0,93.2,8.55,1.52,
0.299,0,93.2,8.66,1.52,
0.309,0,93.2,8.77,1.52,
0.319,0,93.2,8.87,1.52,
0.329,0,93.3,8.97,1.52,
0.339,0,93.2,9.07,1.52,
0.349,0,93.2,9.17,1.52,
0.359,0,93.2,9.26,1.52,
0.369,0,93.2,9.35,1.52,
0.379,0,93.2,9.44,1.52,
0.389,0,93.2,9.53,1.52,
0.399,0,93.2,9.61,1.52,
0.409,0,93.2,9.69,1.52,
0.419,0,93.2,9.77,1.52,
0.429,0,93.2,9.85,1.52,
0.439,0,93.2,9.92,1.52,
0.449,0,93.2,9.99,1.52,
0.459,0,93.2,10.06,1.52,
0.469,0,93.3,10.13,1.52,
0.479,0,93.2,10.19,1.52,
0.489,0,93.2,10.25,1.52,
0.499,0,93.2,10.31,1.52,
