Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,693,0.0,11.89,1.52,
0.009,693,0.0,11.71,1.52,
0.019,693,0.0,11.54,1.52,
0.029,693,0.0,11.40,1.52,
0.039,693,0.0,11.31,1.52,
0.049,693,0.0,11.29,1.52,
0.059,693,0.0,11.31,1.52,
0.069,693,0.0,11.34,1.52,
0.079,693,0.0,11.37,1.52,
0.089,562,0.0,11.40,1.52,
0.099,562,0.0,11.43,1.52,
0.109,562,0.0,11.46,1.52,
0.119,562,0.0,11.48,1.52,
0.129,562,0.0,11.50,1.52,
0.139,562,0.0,11.52,1.52,
0.149,562,0.0,11.54,1.52,
0.159,562,0.0,11.55,1.52,
0.169,820,0.0,11.47,1.52,
0.179,820,0.0,11.31,1.52,
0.189,820,0.0,11.13,1.52,
0.199,820,0.0,10.98,1.52,
0.209,820,0.0,10.89,1.52,
0.219,820,0.0,10.87,1.52,
0.229,820,0.0,10.89,1.52,
0.239,820,0.0,10.93,1.52,
0.249,728,0.0,10.97,1.52,
0.259,728,0.0,11.01,1.52,
0.269,728,0.0,11.05,1.52,
0.279,728,0.0,11.09,1.52,
0.289,728,0.0,11.13,1.52,
0.299,728,0.0,11.16,1.52,
0.309,728,0.0,11.19,1.52,
0.319,728,0.0,11.22,1.52,
0.329,728,0.0,11.25,1.52,
0.339,656,0.0,11.23,1.52,
0.349,656,0.0,11.13,1.52,
0.359,656,0.0,10.98,1.52,
0.369,656,0.0,10.83,1.52,
0.379,656,0.0,10.70,1.52,
0.389,656,0.0,10.60,1.52,
0.399,656,0.0,10.57,1.52,
0.409,656,0.0,10.59,1.52,
0.419,656,0.0,10.64,1.52,
0.429,656,0.0,10.69,1.52,
0.439,656,0.0,10.74,1.52,
0.449,656,0.0,10.79,1.52,
0.459,507,0.0,10.83,1.52,
0.469,507,0.0,10.87,1.52,
0.479,507,0.0,10.91,1.52,
0.489,507,0.0,10.95,1.52,
0.499,507,0.0,10.99,1.52,
0.509,507,0.0,11.03,1.52,
