Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,684,0.0,6.02,1.52,
0.009,684,0.0,6.01,1.52,
0.019,684,0.0,6.01,1.52,
0.029,684,0.0,6.02,1.52,
0.039,684,0.0,6.09,1.52,
0.049,684,0.0,6.23,1.52,
0.059,684,0.0,6.40,1.52,
0.069,684,0.0,6.58,1.52,
0.079,684,0.0,6.75,1.52,
0.089,578,0.0,6.92,1.52,
0.099,578,0.0,7.08,1.52,
0.109,578,0.0,7.24,1.52,
0.119,578,0.0,7.39,1.52,
0.129,578,0.0,7.54,1.52,
0.139,578,0.0,7.68,1.52,
0.149,578,0.0,7.82,1.52,
0.159,578,0.0,7.95,1.52,
0.169,578,0.0,8.08,1.52,
0.179,578,0.0,8.21,1.52,
0.189,578,0.0,8.33,1.52,
0.199,537,0.0,8.41,1.52,
0.209,537,0.0,8.42,1.52,
0.219,537,0.0,8.38,1.52,
0.229,537,0.0,8.33,1.52,
0.239,537,0.0,8.28,1.52,
0.249,537,0.0,8.24,1.52,
0.259,537,0.0,8.23,1.52,
0.269,537,0.0,8.25,1.52,
0.279,537,0.0,8.33,1.52,
0.289,537,0.0,8.44,1.52,
0.299,537,0.0,8.55,1.52,
0.309,537,0.0,8.66,1.52,
0.319,537,0.0,8.77,1.52,
0.329,537,0.0,8.87,1.52,
0.339,420,0.0,8.97,1.52,
0.349,420,0.0,9.07,1.52,
0.359,420,0.0,9.22,1.52,
0.369,420,0.0,9.39,1.52,
0.379,420,0.0,9.55,1.52,
0.389,420,0.0,9.71,1.52,
0.399,420,0.0,9.86,1.52,
0.409,420,0.0,9.93,1.52,
0.419,838,0.0,10.00,1.52,
0.429,838,0.0,10.07,1.52,
0.439,838,0.0,10.13,1.52,
0.449,838,0.0,10.19,1.52,
0.459,838,0.0,10.25,1.52,
0.469,838,0.0,10.31,1.52,
0.479,838,0.0,10.37,1.52,
0.489,838,0.0,10.43,1.52,
0.499,838,0.0,10.49,1.52,
0.509,658,0.0,10.54,1.52,
0.519,658,0.0,10.59,1.52,
0.529,658,0.0,10.58,1.52,
0.539,658,0.0,10.55,1.52,
0.549,658,0.0,10.55,1.52,
0.559,658,0.0,10.64,1.52,
0.569,658,0.0,10.77,1.52,
0.579,658,0.0,10.89,1.52,
0.589,658,0.0,11.00,1.52,
0.599,658,0.0,11.04,1.52,
0.609,568,0.0,11.08,1.52,
0.619,568,0.0,11.12,1.52,
0.629,568,0.0,11.15,1.52,
0.639,568,0.0,11.18,1.52,
0.649,568,0.0,11.21,1.52,
0.659,568,0.0,11.24,1.52,
0.669,568,0.0,11.27,1.52,
0.679,568,0.0,11.30,1.52,
0.689,568,0.0,11.33,1.52,
0.699,568,0.0,11.36,1.52,
0.709,568,0.0,11.39,1.52,
