Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,632,92.1,12.18,1.52,
0.009,632,92.1,12.18,1.52,
0.019,632,92.1,12.18,1.52,
0.029,632,92.1,12.18,1.52,
0.039,632,92.1,12.18,1.52,
0.049,632,92.1,12.18,1.50,
0.060,810,92.1,12.18,1.51,
0.069,810,92.1,12.18,1.52,
0.079,810,92.1,12.18,1.52,
0.089,810,92.1,12.18,1.52,
0.099,810,92.1,12.18,1.52,
0.109,810,92.1,12.18,1.52,
0.119,810,92.1,12.18,1.52,
0.129,910,92.1,12.18,1.52,
0.139,910,92.1,12.18,1.52,
0.149,910,92.1,12.18,1.52,
0.159,910,92.1,12.18,1.52,
0.169,910,92.1,12.18,1.52,
0.179,910,92.1,12.18,1.52,
0.190,938,92.1,12.18,1.52,
0.199,938,92.1,12.18,1.52,
0.209,938,92.1,12.18,1.52,
0.219,938,92.1,12.18,1.52,
0.229,938,92.1,12.18,1.52,
0.239,938,92.1,12.18,1.52,
0.249,992,92.1,12.18,1.52,
0.259,992,92.1,12.18,1.52,
0.269,992,92.1,12.18,1.52,
0.279,992,92.1,12.18,1.52,
0.289,992,92.1,12.18,1.52,
0.299,992,92.1,12.18,1.52,
0.309,992,92.1,12.18,1.52,
0.319,984,92.1,12.18,1.52,
0.329,984,92.1,12.18,1.52,
0.339,984,92.1,12.18,1.52,
0.349,984,92.1,12.18,1.52,
0.359,984,92.1,12.18,1.52,
0.370,1022,92.1,12.18,1.52,
0.379,1022,92.1,12.18,1.52,
0.389,1022,92.1,12.18,1.52,
0.399,1022,92.1,12.18,1.52,
0.409,1022,92.1,12.18,1.52,
0.419,1022,92.1,12.18,1.52,
0.430,1001,92.1,12.18,1.52,
0.439,1001,92.1,12.18,1.52,
0.449,1001,92.1,12.18,1.52,
0.459,1001,92.1,12.18,1.52,
0.469,1001,92.1,12.18,1.52,
0.479,1001,92.1,12.18,1.52,
0.489,1037,92.1,12.18,1.52,
0.499,1037,92.1,12.18,1.52,
0.509,1037,92.1,12.18,1.52,
0.519,1037,92.1,12.18,1.52,
0.529,1037,92.1,12.18,1.52,
0.539,1037,92.1,12.18,1.52,
0.549,1012,92.1,12.18,1.52,
0.559,1012,92.1,12.18,1.52,
0.569,1012,92.1,12.18,1.52,
0.579,1012,92.1,12.18,1.52,
0.589,1012,92.1,12.18,1.52,
0.599,1012,92.1,12.18,1.52,
0.609,1044,92.1,12.18,1.52,
0.619,1044,92.1,12.18,1.52,
0.629,1044,92.1,12.18,1.52,
0.639,1044,92.1,12.18,1.52,
0.649,1044,92.1,12.18,1.52,
0.659,1044,92.1,12.18,1.52,
0.669,1013,92.1,12.18,1.52,
0.679,1013,92.1,12.18,1.52,
0.689,1013,92.1,12.18,1.52,
0.699,1013,92.1,12.18,1.52,
0.709,1013,92.1,12.18,1.52,
