Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,771,92.1,12.18,1.52,
0.009,771,92.1,12.18,1.52,
0.019,771,92.1,12.18,1.52,
0.029,771,92.1,12.18,1.52,
0.039,771,92.1,12.18,1.51,
0.049,771,92.1,12.18,1.51,
0.059,875,92.1,12.18,1.52,
0.069,875,92.1,12.18,1.52,
0.079,875,92.1,12.18,1.52,
0.089,875,92.1,12.18,1.52,
0.099,875,92.1,12.18,1.52,
0.109,875,92.1,12.18,1.52,
0.119,957,92.1,12.18,1.52,
0.129,957,92.1,12.18,1.52,
0.139,957,92.1,12.18,1.52,
0.149,957,92.1,12.18,1.52,
0.159,957,92.1,12.18,1.52,
0.169,957,92.1,12.18,1.52,
0.179,971,92.1,12.18,1.52,
0.189,971,92.1,12.18,1.52,
0.199,971,92.1,12.18,1.52,
0.209,971,92.1,12.18,1.52,
0.219,971,92.1,12.18,1.52,
0.229,971,92.1,12.18,1.52,
0.239,1020,92.1,12.18,1.52,
0.249,1020,92.1,12.18,1.52,
0.259,1020,92.1,12.18,1.52,
0.269,1020,92.1,12.18,1.52,
0.279,1020,92.1,12.18,1.52,
0.289,1020,92.1,12.18,1.52,
0.299,1000,92.1,12.18,1.52,
0.309,1000,92.1,12.18,1.52,
0.319,1000,92.1,12.18,1.52,
0.329,1000,92.1,12.18,1.52,
0.339,1000,92.1,12.18,1.52,
0.349,1000,92.1,12.18,1.52,
0.359,1033,92.1,12.18,1.45,
0.369,1033,92.1,12.18,1.41,
0.379,1033,92.1,12.18,1.41,
0.389,1033,92.1,12.18,1.40,
0.399,1033,92.1,12.18,1.41,
0.409,1033,92.1,12.18,1.39,
0.419,1020,92.1,12.18,1.40,
0.429,1020,92.1,12.18,1.40,
0.439,1020,92.1,12.18,1.34,
0.449,1020,92.1,12.18,1.25,
0.459,1020,92.1,12.18,1.25,
0.470,1054,92.1,12.18,1.25,
0.479,1054,92.1,12.18,1.25,
0.489,1054,92.1,12.18,1.25,
0.499,1054,92.1,12.18,1.25,
0.509,1054,92.1,12.18,1.25,
0.519,1054,92.1,12.18,1.25,
0.529,1026,92.1,12.18,1.30,
0.539,1026,92.1,12.18,1.31,
0.549,1026,92.1,12.18,1.31,
0.559,1026,92.1,12.18,1.31,
0.569,1026,92.1,12.18,1.31,
0.579,1026,92.1,12.18,1.31,
0.589,1064,92.1,12.18,1.32,
0.599,1064,92.1,12.18,1.32,
0.609,1064,92.1,12.18,1.39,
