Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,726,92.1,12.18,1.52,
0.009,726,92.1,12.18,1.52,
0.019,726,92.1,12.18,1.52,
0.029,726,92.1,12.18,1.52,
0.039,726,92.1,12.18,1.51,
0.049,726,92.1,12.18,1.51,
0.059,857,92.1,12.18,1.52,
0.069,857,92.1,12.18,1.52,
0.079,857,92.1,12.18,1.52,
0.089,857,92.1,12.18,1.52,
0.099,857,92.1,12.18,1.52,
0.109,857,92.1,12.18,1.52,
0.119,941,92.1,12.18,1.52,
0.129,941,92.1,12.18,1.52,
0.139,941,92.1,12.18,1.52,
0.149,941,92.1,12.18,1.52,
0.159,941,92.1,12.18,1.52,
0.169,941,92.1,12.18,1.51,
0.179,962,92.1,12.18,1.52,
0.189,962,92.1,12.18,1.52,
0.199,962,92.1,12.18,1.52,
0.209,962,92.1,12.18,1.52,
0.219,962,92.1,12.18,1.52,
0.229,962,92.1,12.18,1.52,
0.239,1009,92.1,12.18,1.52,
0.249,1009,92.1,12.18,1.52,
0.259,1009,92.1,12.18,1.52,
0.269,1009,92.1,12.18,1.52,
0.279,1009,92.1,12.18,1.52,
0.289,1009,92.1,12.18,1.52,
0.299,1001,92.1,12.18,1.52,
0.309,1001,92.1,12.18,1.52,
0.319,1001,92.1,12.18,1.52,
0.329,1001,92.1,12.18,1.52,
0.339,1001,92.1,12.18,1.52,
0.349,1001,92.1,12.18,1.52,
0.359,1038,92.1,12.18,1.52,
0.369,1038,92.1,12.18,1.52,
0.379,1038,92.1,12.18,1.52,
0.389,1038,92.1,12.18,1.52,
0.399,1038,92.1,12.18,1.52,
0.409,1038,92.1,12.18,1.52,
0.419,1016,92.1,12.18,1.52,
0.429,1016,92.1,12.18,1.52,
0.439,1016,92.1,12.18,1.52,
0.449,1016,92.1,12.18,1.52,
0.459,1016,92.1,12.18,1.52,
0.469,1016,92.1,12.18,1.52,
0.479,1053,92.1,12.18,1.52,
0.489,1053,92.1,12.18,1.52,
0.499,1053,92.1,12.18,1.52,
0.509,1053,92.1,12.18,1.52,
0.519,1053,92.1,12.18,1.52,
0.529,1053,92.1,12.18,1.52,
0.539,1018,92.1,12.18,1.52,
0.549,1018,92.1,12.18,1.52,
0.559,1018,92.1,12.18,1.52,
0.569,1018,92.1,12.18,1.52,
0.579,1018,92.1,12.18,1.52,
0.589,1051,92.1,12.18,1.52,
0.599,1051,92.1,12.18,1.52,
0.609,1051,92.1,12.18,1.52,
0.619,1051,92.1,12.18,1.52,
0.629,1051,92.1,12.18,1.52,
0.639,1051,92.1,12.18,1.52,
0.649,1030,92.1,12.18,1.52,
0.659,1030,92.1,12.18,1.52,
0.669,1030,92.1,12.18,1.52,
0.679,1030,92.1,12.18,1.52,
0.689,1487,92.1,12.18,1.52,
0.699,1487,92.1,12.18,1.52,
0.709,1487,92.1,12.18,1.52,
0.719,1487,92.1,12.18,1.52,
0.729,1461,92.1,12.18,1.52,
0.739,1461,92.1,12.18,1.52,
0.749,1461,92.1,12.18,1.52,
0.759,1819,92.1,12.18,1.52,
0.769,1819,92.1,12.18,1.52,
0.779,1819,92.1,12.18,1.52,
0.789,1819,92.1,12.18,1.52,
0.799,1744,92.1,12.18,1.52,
0.809,1744,92.1,12.18,1.52,
0.819,1744,92.1,12.18,1.05,
0.829,2078,92.1,12.18,0.99,
0.839,2078,92.1,12.18,0.99,
0.849,2078,92.1,12.18,0.99,
0.859,1966,92.1,12.18,0.99,
0.869,1966,92.1,12.18,0.99,
0.879,1966,92.1,12.18,0.98,
0.889,2206,92.1,12.18,0.99,
0.899,2206,92.1,12.18,1.02,
0.909,2206,92.1,12.18,1.03,
0.919,2052,92.1,12.18,1.04,
0.929,2052,92.1,12.18,1.04,
0.939,2262,92.1,12.18,1.03,
0.949,2262,92.1,12.18,1.04,
0.959,2262,92.1,12.18,1.04,
0.969,2095,92.1,12.18,1.03,
0.979,2095,92.1,12.18,1.01,
0.989,2095,92.1,12.18,0.97,
0.999,2298,92.1,12.18,0.97,
1.009,2298,92.1,12.18,0.98,
1.019,2121,92.1,12.18,0.97,
1.029,2121,92.1,12.18,0.97,
1.039,2121,92.1,12.18,0.98,
1.049,2313,92.1,12.18,0.97,
1.059,2313,92.1,12.18,0.99,
1.069,2313,92.1,12.18,1.03,
1.079,2129,92.1,12.18,1.02,
1.089,2129,92.1,12.18,1.03,
1.099,2332,92.1,12.18,1.02,
1.109,2332,92.1,12.18,1.03,
1.119,2332,92.1,12.18,1.03,
1.129,2168,92.1,12.18,1.02,
1.139,2168,92.1,12.18,1.04,
1.149,2168,92.1,12.18,1.14,
1.159,2350,92.1,12.18,1.15,
1.169,2350,92.1,12.18,1.15,
1.179,2350,92.1,12.18,1.14,
1.189,2167,92.1,12.18,1.15,
1.199,2167,92.1,12.18,1.15,
1.209,2343,92.1,12.18,1.14,
1.219,2343,92.1,12.18,1.15,
1.229,2343,92.1,12.18,1.23,
1.239,2170,92.1,12.18,1.23,
1.249,2170,92.1,12.18,1.24,
1.260,2357,92.1,12.18,1.23,
1.269,2357,92.1,12.18,1.24,
1.279,2357,92.1,12.18,1.24,
1.289,2200,92.1,12.18,1.23,
1.299,2200,92.1,12.18,1.24,
1.309,2200,92.1,12.18,1.26,
1.319,2390,92.1,12.18,1.27,
1.329,2390,92.1,12.18,1.26,
1.339,2233,92.1,12.18,1.26,
1.349,2233,92.1,12.18,1.26,
1.359,2233,92.1,12.18,1.26,
1.369,2415,92.1,12.18,1.26,
1.379,2415,92.1,12.18,1.27,
1.389,2415,92.1,12.18,1.28,
1.399,2238,92.1,12.18,1.29,
1.409,2238,92.1,12.18,1.29,
1.419,2420,92.1,12.18,1.29,
1.429,2420,92.1,12.18,1.29,
1.439,2420,92.1,12.18,1.29,
1.449,2257,92.1,12.18,1.29,
1.459,2257,92.1,12.18,1.29,
1.469,2442,92.1,12.18,1.29,
1.479,2442,92.1,12.18,1.30,
1.489,2442,92.1,12.18,1.30,
1.499,2295,92.1,12.18,1.30,
1.509,2295,92.1,12.18,1.30,
1.519,2455,92.1,12.18,1.30,
1.529,2455,92.1,12.18,1.30,
1.539,2455,92.1,12.18,1.29,
1.549,2296,92.1,12.18,1.30,
1.559,2296,92.1,12.18,1.29,
1.569,2479,92.1,12.18,1.29,
1.579,2479,92.1,12.18,1.29,
1.589,2479,92.1,12.18,1.29,
1.599,2337,92.1,12.18,1.29,
1.609,2337,92.1,12.18,1.29,
1.619,2513,92.1,12.18,1.29,
1.629,2513,92.1,12.18,1.29,
1.639,2513,92.1,12.18,1.33,
1.649,2362,92.1,12.18,1.33,
1.659,2362,92.1,12.18,1.33,
1.669,2505,92.1,12.18,1.33,
1.679,2505,92.1,12.18,1.33,
1.689,2505,92.1,12.18,1.33,
1.699,2369,92.1,12.18,1.33,
