Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,863,92.1,12.19,1.52,
0.009,863,92.1,12.19,1.52,
0.019,863,92.1,12.19,1.52,
0.029,863,92.1,12.19,1.52,
0.039,863,92.1,12.19,1.51,
0.049,863,92.1,12.19,1.51,
0.059,919,92.1,12.19,1.52,
0.069,919,92.1,12.19,1.52,
0.079,919,92.1,12.19,1.52,
0.089,919,92.1,12.19,1.52,
0.099,919,92.1,12.19,1.52,
0.109,919,92.1,12.19,1.52,
0.119,982,92.1,12.19,1.52,
0.129,982,92.1,12.19,1.52,
0.139,982,92.1,12.19,1.52,
0.149,982,92.1,12.19,1.52,
0.159,982,92.1,12.19,1.52,
0.169,982,92.1,12.19,1.52,
0.179,982,92.0,12.19,1.52,
0.189,982,92.1,12.19,1.52,
0.199,982,92.0,12.19,1.52,
0.209,982,92.0,12.19,1.52,
0.219,982,92.0,12.19,1.52,
0.229,982,92.1,12.19,1.52,
0.239,1026,92.1,12.19,1.52,
0.249,1026,92.1,12.19,1.52,
0.259,1026,92.1,12.19,1.52,
0.269,1026,92.1,12.19,1.52,
0.279,1026,92.1,12.19,1.52,
0.289,1026,92.1,12.19,1.52,
0.299,1006,92.1,12.19,1.52,
0.309,1006,92.1,12.19,1.52,
0.319,1006,92.1,12.19,1.52,
0.329,1006,92.1,12.19,1.52,
0.339,1006,92.1,12.19,1.52,
0.349,1041,92.1,12.19,1.52,
0.359,1041,92.0,12.19,1.52,
0.369,1041,92.1,12.19,1.52,
0.379,1041,92.1,12.19,1.52,
0.389,1041,92.1,12.19,1.52,
0.399,1041,92.0,12.19,1.52,
0.409,1022,92.1,12.19,1.52,
0.419,1022,92.1,12.19,1.52,
0.429,1022,92.1,12.19,1.52,
0.439,1022,92.1,12.19,1.52,
0.449,1497,92.1,12.19,1.52,
0.459,1497,92.1,12.19,1.52,
0.469,1497,92.1,12.19,1.52,
0.479,1497,92.1,12.19,1.52,
0.489,1471,92.1,12.19,1.52,
0.499,1471,92.1,12.19,1.52,
0.509,1471,92.1,12.19,1.52,
0.519,1471,92.1,12.19,1.52,
0.529,1815,92.1,12.19,1.42,
0.539,1815,92.1,12.19,1.10,
0.549,1815,92.1,12.19,1.10,
0.559,1738,92.1,12.19,1.10,
0.569,1738,92.1,12.19,1.10,
0.579,1738,92.1,12.19,1.10,
0.589,2060,92.1,12.19,1.10,
0.599,2060,92.1,12.19,1.10,
0.609,2060,92.1,12.19,1.09,
0.619,2033,92.1,12.19,0.94,
0.629,2033,92.1,12.19,0.94,
0.640,2352,92.0,12.19,0.94,
0.649,2352,92.1,12.19,0.94,
0.659,2352,92.1,12.19,0.94,
0.669,2331,92.1,12.19,0.94,
0.679,2331,92.1,12.19,0.95,
0.689,2631,92.1,12.19,0.94,
0.699,2631,92.1,12.19,0.95,
0.709,2631,92.1,12.19,0.95,
0.719,2613,92.1,12.19,0.95,
0.729,2613,92.1,12.19,0.95,
0.739,2881,92.1,12.19,0.95,
0.749,2881,92.1,12.19,0.95,
0.759,2728,92.1,12.19,0.95,
0.769,2728,92.1,12.19,0.96,
0.779,2842,92.1,12.19,0.95,
0.789,2842,92.1,12.19,0.94,
0.799,2656,92.1,12.19,0.94,
0.809,2656,92.1,12.19,0.95,
0.819,2787,92.1,12.19,0.94,
0.829,2787,92.1,12.19,0.94,
0.839,2787,92.1,12.19,0.94,
0.849,2611,92.1,12.19,0.94,
0.859,2611,92.1,12.19,1.00,
0.869,2712,92.1,12.19,1.06,
0.879,2712,92.1,12.19,1.07,
0.889,2562,92.1,12.19,1.06,
0.899,2562,92.1,12.19,1.07,
0.910,2708,92.1,12.19,1.06,
0.919,2708,92.1,12.19,1.07,
0.929,2708,92.1,12.19,1.07,
