Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,849,93.2,12.11,1.52,
0.009,849,93.2,12.11,1.52,
0.019,849,93.2,12.11,1.52,
0.029,849,93.3,12.11,1.52,
0.039,849,93.2,12.11,1.52,
0.049,849,93.2,12.11,1.51,
0.059,906,93.2,12.11,1.52,
0.069,906,93.2,12.11,1.52,
0.079,906,93.2,12.11,1.52,
0.089,906,93.2,12.11,1.52,
0.099,906,93.3,12.11,1.52,
0.109,906,93.3,12.11,1.52,
0.119,972,93.2,12.11,1.52,
0.129,972,93.2,12.11,1.52,
0.139,972,93.2,12.11,1.52,
0.149,972,93.2,12.11,1.52,
0.159,972,93.2,12.11,1.52,
0.169,972,93.2,12.11,1.52,
0.179,975,93.2,12.11,1.52,
0.189,975,93.2,12.11,1.52,
0.199,975,93.2,12.11,1.52,
0.209,975,93.2,12.11,1.52,
0.219,975,93.3,12.11,1.52,
0.229,975,93.2,12.11,1.52,
0.239,1024,93.2,12.11,1.52,
0.249,1024,93.3,12.11,1.52,
0.259,1024,93.2,12.11,1.52,
0.269,1024,93.2,12.11,1.52,
0.279,1024,93.2,12.11,1.52,
0.289,1024,93.2,12.11,1.52,
0.299,1000,93.3,12.11,1.52,
0.309,1000,93.2,12.11,1.52,
0.319,1000,93.2,12.11,1.52,
0.329,1000,93.3,12.11,1.52,
0.339,1539,93.3,12.11,1.47,
0.349,1539,93.3,12.11,1.44,
0.359,1539,93.3,12.12,1.44,
0.369,1539,93.3,12.12,1.43,
0.379,1520,93.3,12.12,1.44,
0.389,1520,93.2,12.12,1.44,
0.399,1520,93.2,12.12,1.44,
0.409,1855,93.3,12.12,1.43,
0.419,1855,93.3,12.12,1.16,
0.429,1855,93.3,12.12,0.82,
0.439,1855,93.3,12.12,0.81,
0.449,1769,93.3,12.12,0.82,
0.459,1769,93.3,12.12,0.82,
0.469,1769,93.3,12.12,0.82,
0.479,2026,93.3,12.12,0.82,
0.489,2026,93.3,12.13,0.82,
0.499,2026,93.3,12.13,0.80,
0.509,1863,93.3,12.13,0.77,
0.519,1863,93.3,12.13,0.77,
0.529,1863,93.3,12.13,0.77,
0.539,2059,93.3,12.13,0.77,
0.549,2059,93.3,12.14,0.77,
0.559,2059,93.3,12.14,0.77,
0.569,1888,93.3,12.14,0.77,
0.579,1888,93.3,12.14,0.77,
0.589,1888,93.3,12.14,0.80,
0.599,2085,93.3,12.14,0.81,
0.609,2085,93.3,12.14,0.81,
0.619,2085,93.2,12.14,0.80,
0.629,1909,93.3,12.14,0.80,
0.639,1909,93.3,12.14,0.80,
0.649,1909,93.3,12.14,0.81,
0.659,2088,93.3,12.14,0.81,
0.669,2088,93.3,12.14,0.88,
0.679,2088,93.3,12.14,0.89,
0.689,1908,93.3,12.14,0.89,
0.699,1908,93.3,12.14,0.89,
0.709,1908,93.3,12.14,0.89,
0.719,2096,93.3,12.14,0.89,
0.729,2096,93.3,12.14,0.89,
0.739,2096,93.3,12.14,0.89,
0.749,1912,93.3,12.14,0.92,
0.759,1912,93.3,12.14,0.93,
0.769,1912,93.3,12.14,0.93,
0.779,2096,93.3,12.14,0.93,
0.789,2096,93.3,12.14,0.93,
0.799,2096,93.3,12.14,0.93,
0.809,1906,93.3,12.14,0.93,
0.819,1906,93.3,12.14,0.93,
0.829,1906,93.3,12.14,0.94,
0.839,2085,93.3,12.14,0.94,
0.849,2085,93.3,12.14,0.95,
0.859,2085,93.3,12.14,0.94,
0.869,1904,93.3,12.14,0.94,
0.879,1904,93.3,12.14,0.95,
0.889,1904,93.3,12.14,0.94,
0.899,2090,93.3,12.14,0.94,
0.909,2090,93.3,12.14,0.96,
0.919,2090,93.3,12.14,0.99,
0.929,1906,93.3,12.14,0.98,
0.939,1906,93.3,12.14,0.99,
0.949,1906,93.3,12.14,0.98,
0.959,2093,93.3,12.14,0.98,
0.969,2093,93.3,12.14,0.99,
0.979,2093,93.3,12.14,0.99,
0.989,1911,93.3,12.14,0.99,
0.999,1911,93.3,12.14,1.03,
1.009,1911,93.3,12.14,1.03,
1.019,2094,93.3,12.14,1.03,
1.029,2094,93.3,12.14,1.03,
1.039,2094,93.3,12.14,1.03,
1.049,1909,93.3,12.14,1.03,
1.059,1909,93.3,12.14,1.03,
1.069,1909,93.3,12.14,1.03,
1.079,2094,93.3,12.14,1.05,
1.089,2094,93.3,12.14,1.05,
1.099,2094,93.3,12.14,1.05,
1.109,1912,93.3,12.14,1.05,
1.119,1912,93.3,12.14,1.05,
1.129,1912,93.3,12.14,1.05,
1.139,2100,93.3,12.14,1.05,
1.149,2100,93.3,12.14,1.06,
1.159,2100,93.3,12.14,1.07,
1.169,1914,93.3,12.14,1.07,
1.179,1914,93.3,12.14,1.07,
1.189,1914,93.3,12.14,1.07,
1.199,2096,93.3,12.14,1.07,
1.209,2096,93.3,12.14,1.07,
1.219,2096,93.3,12.14,1.07,
1.229,1909,93.3,12.14,1.07,
1.239,1909,93.3,12.14,1.10,
1.249,1909,93.3,12.14,1.12,
1.259,2082,93.3,12.14,1.12,
1.269,2082,93.3,12.14,1.12,
1.279,2082,93.3,12.14,1.12,
1.289,1883,93.3,12.14,1.12,
1.299,1883,93.3,12.14,1.12,
1.309,1883,93.3,12.14,1.12,
1.319,2092,93.3,12.14,1.11,
1.329,2092,93.3,12.14,1.11,
1.339,2092,93.3,12.14,1.11,
1.349,1908,93.3,12.14,1.10,
1.359,1908,93.3,12.14,1.11,
1.369,1908,93.3,12.14,1.11,
1.379,2097,93.3,12.14,1.11,
1.389,2097,93.3,12.14,1.11,
1.399,2097,93.3,12.14,1.11,
1.409,1944,93.3,12.14,1.12,
1.419,1944,93.3,12.14,1.13,
1.429,1944,93.3,12.14,1.12,
1.439,2121,93.3,12.14,1.12,
1.449,2121,93.3,12.14,1.13,
1.459,2121,93.3,12.14,1.12,
1.469,1931,93.3,12.14,1.12,
1.479,1931,93.3,12.14,1.13,
1.489,1931,93.3,12.14,1.06,
1.499,2110,93.3,12.14,1.06,
1.509,2110,93.3,12.14,1.06,
1.519,2110,93.3,12.14,1.06,
1.529,1918,93.3,12.14,1.06,
1.539,1918,93.3,12.14,1.06,
1.549,1918,93.3,12.14,1.06,
1.559,2114,93.3,12.14,1.06,
1.569,2114,93.3,12.14,1.10,
1.579,2114,93.3,12.14,1.11,
1.589,1935,93.4,12.14,1.10,
1.599,1935,93.3,12.14,1.11,
1.609,1935,93.3,12.14,1.09,
1.619,2139,93.3,12.14,1.11,
1.629,2139,93.3,12.14,1.11,
1.639,2139,93.3,12.14,1.10,
1.649,1939,93.3,12.14,1.12,
1.659,1939,93.3,12.14,1.12,
1.669,1939,93.3,12.14,1.12,
1.679,2151,93.3,12.14,1.12,
1.689,2151,93.3,12.14,1.13,
1.699,2151,93.3,12.14,1.10,
1.709,1981,93.3,12.14,1.12,
1.719,1981,93.3,12.14,1.12,
1.729,2187,93.3,12.14,1.13,
1.739,2187,93.4,12.14,1.14,
1.749,2187,93.3,12.14,1.14,
1.759,1992,93.3,12.14,1.13,
1.769,1992,93.4,12.14,1.14,
1.779,1992,93.3,12.14,1.14,
1.789,2160,93.3,12.14,1.13,
1.799,2160,93.3,12.14,1.14,
1.809,2160,93.3,12.14,1.13,
1.819,1973,93.3,12.14,1.10,
1.829,1973,93.3,12.14,1.10,
1.839,1973,93.3,12.14,1.10,
1.849,2195,93.3,12.14,1.10,
1.859,2195,93.3,12.14,1.10,
1.869,2195,93.3,12.14,1.10,
1.879,2022,93.3,12.14,1.10,
1.889,2022,93.3,12.14,1.10,
1.899,2022,93.3,12.14,1.13,
1.909,2250,93.3,12.14,1.13,
1.919,2250,93.3,12.14,1.14,
1.930,2076,93.3,12.14,1.13,
1.939,2076,93.3,12.14,1.14,
1.949,2076,93.3,12.14,1.13,
1.959,2282,93.3,12.14,1.13,
1.969,2282,93.3,12.14,1.13,
1.979,2282,93.3,12.14,1.17,
1.989,2080,93.3,12.14,1.18,
1.999,2080,93.3,12.14,1.18,
2.009,2080,93.3,12.14,1.18,
2.019,2296,93.3,12.14,1.18,
2.029,2296,93.3,12.14,1.18,
2.040,2100,93.3,12.14,1.18,
2.049,2100,93.3,12.14,1.18,
2.059,2100,93.3,12.14,1.14,
2.069,2310,93.3,12.14,1.12,
2.079,2310,93.3,12.14,1.12,
2.089,2310,93.3,12.14,1.12,
2.099,2156,93.3,12.14,1.12,
2.109,2156,93.3,12.14,1.12,
2.119,2376,93.3,12.14,1.12,
2.129,2376,93.3,12.14,1.12,
2.139,2376,93.3,12.14,1.11,
2.149,2187,93.4,12.14,1.09,
2.159,2187,93.3,12.14,1.09,
2.169,2187,93.3,12.14,1.09,
2.179,2411,93.3,12.14,1.09,
2.189,2411,93.3,12.14,1.09,
2.199,2328,93.3,12.14,1.09,
2.209,2328,93.3,12.14,1.09,
2.219,2328,93.3,12.14,1.09,
2.229,2464,93.3,12.14,1.10,
2.239,2464,93.3,12.14,1.10,
2.249,2251,93.3,12.14,1.10,
2.259,2251,93.3,12.14,1.10,
2.269,2251,93.3,12.14,1.09,
2.279,2457,93.3,12.14,1.10,
2.289,2457,93.3,12.14,1.10,
2.299,2277,93.3,12.14,1.09,
2.309,2277,93.3,12.14,1.08,
2.319,2277,93.3,12.14,1.08,
2.329,2479,93.3,12.14,1.08,
2.339,2479,93.3,12.14,1.08,
2.349,2363,93.3,12.14,1.08,
2.359,2363,93.3,12.14,1.08,
2.369,2363,93.3,12.14,1.08,
2.379,2531,93.3,12.14,1.08,
2.389,2531,93.3,12.15,1.11,
2.399,2336,93.3,12.15,1.11,
2.409,2336,93.3,12.15,1.12,
2.419,2336,93.3,12.15,1.11,
2.429,2545,93.3,12.15,1.12,
2.439,2545,93.3,12.15,1.12,
2.449,2422,93.3,12.15,1.11,
2.459,2422,93.3,12.15,1.12,
2.469,2574,93.3,12.15,1.13,
2.479,2574,93.3,12.15,1.15,
2.489,2574,93.3,12.15,1.14,
2.499,2403,93.3,12.15,1.14,
2.509,2403,93.3,12.15,1.15,
2.519,2622,93.4,12.15,1.14,
2.529,2622,93.3,12.15,1.15,
2.539,2622,93.3,12.15,1.14,
2.549,2481,93.3,12.15,1.15,
2.559,2481,93.3,12.15,1.16,
2.569,2641,93.3,12.15,1.16,
2.579,2641,93.3,12.15,1.16,
2.589,2469,93.3,12.15,1.16,
2.599,2469,93.3,12.15,1.16,
2.609,2469,93.3,12.15,1.15,
2.619,2666,93.3,12.15,1.16,
2.629,2666,93.3,12.15,1.16,
2.639,2597,93.3,12.15,1.18,
2.649,2597,93.3,12.15,1.18,
2.659,2716,93.3,12.15,1.17,
2.669,2716,93.3,12.15,1.18,
2.680,2518,93.3,12.15,1.17,
2.689,2518,93.3,12.15,1.18,
2.699,2518,93.3,12.15,1.17,
2.709,2727,93.3,12.15,1.18,
2.719,2727,93.3,12.15,1.20,
