Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,690,92.1,12.16,1.51,
0.009,690,92.2,12.16,1.52,
0.019,690,92.1,12.16,1.52,
0.029,690,92.1,12.16,1.52,
0.039,690,92.1,12.16,1.52,
0.049,690,92.1,12.16,1.51,
0.059,874,92.1,12.16,1.52,
0.069,874,92.1,12.16,1.52,
0.079,874,92.1,12.16,1.52,
0.089,874,92.1,12.16,1.52,
0.099,874,92.1,12.16,1.52,
0.109,874,92.1,12.16,1.52,
0.119,874,92.2,12.16,1.51,
0.129,930,92.1,12.16,1.52,
0.139,930,92.1,12.16,1.52,
0.149,930,92.1,12.16,1.52,
0.159,930,92.1,12.16,1.52,
0.169,930,92.1,12.16,1.52,
0.179,930,92.1,12.16,1.52,
0.189,996,92.2,12.16,1.52,
0.199,996,92.1,12.16,1.52,
0.209,996,92.2,12.16,1.52,
0.219,996,92.2,12.16,1.52,
0.229,996,92.1,12.16,1.52,
0.239,996,92.1,12.16,1.51,
0.249,1007,92.1,12.16,1.52,
0.259,1007,92.2,12.16,1.52,
0.269,1007,92.1,12.16,1.52,
0.279,1007,92.1,12.16,1.51,
0.289,1559,92.1,12.16,1.52,
0.299,1559,92.1,12.16,1.52,
0.309,1559,92.1,12.16,1.52,
0.320,1538,92.1,12.16,1.52,
0.329,1538,92.1,12.16,1.52,
0.339,1538,92.1,12.16,1.52,
0.349,1538,92.1,12.16,1.52,
0.359,1869,92.1,12.16,1.52,
0.369,1869,92.1,12.16,0.88,
0.379,1869,92.2,12.16,0.78,
0.389,1785,92.1,12.16,0.79,
0.399,1785,92.1,12.16,0.79,
0.409,1785,92.1,12.16,0.78,
0.419,2107,92.1,12.16,0.78,
0.429,2107,92.1,12.16,0.79,
0.439,2107,92.1,12.16,0.78,
0.449,2079,92.1,12.16,0.78,
0.459,2079,92.2,12.16,0.77,
0.469,2301,92.1,12.16,0.77,
0.479,2301,92.2,12.16,0.77,
0.489,2301,92.2,12.16,0.77,
0.499,2162,92.1,12.16,0.77,
0.509,2162,92.1,12.16,0.77,
0.519,2162,92.2,12.16,0.77,
0.529,2375,92.1,12.16,0.78,
0.539,2375,92.2,12.16,0.80,
0.549,2216,92.1,12.16,0.79,
0.559,2216,92.2,12.16,0.79,
0.569,2216,92.2,12.16,0.79,
0.579,2404,92.1,12.16,0.79,
0.589,2404,92.1,12.16,0.79,
0.599,2404,92.1,12.16,0.79,
0.609,2234,92.1,12.16,0.81,
0.619,2234,92.1,12.16,0.85,
0.629,2427,92.1,12.16,0.84,
0.639,2427,92.1,12.16,0.85,
0.649,2427,92.1,12.16,0.84,
0.659,2264,92.1,12.16,0.85,
0.669,2264,92.1,12.16,0.85,
0.679,2453,92.2,12.16,0.84,
0.689,2453,92.1,12.16,0.85,
0.699,2453,92.1,12.16,0.91,
0.709,2291,92.2,12.16,0.91,
0.719,2291,92.2,12.16,0.91,
0.729,2483,92.2,12.16,0.91,
0.739,2483,92.2,12.16,0.91,
0.749,2483,92.2,12.16,0.91,
0.759,2310,92.2,12.16,0.91,
0.769,2310,92.2,12.16,0.91,
0.779,2500,92.2,12.16,0.96,
0.789,2500,92.1,12.16,0.97,
0.799,2500,92.2,12.16,0.97,
0.809,2351,92.2,12.16,0.97,
0.819,2351,92.2,12.16,0.97,
0.829,2520,92.1,12.16,0.97,
0.839,2520,92.2,12.16,0.97,
0.849,2520,92.1,12.16,0.97,
0.859,2360,92.2,12.16,1.05,
0.869,2360,92.2,12.16,1.09,
0.879,2526,92.2,12.16,1.08,
0.889,2526,92.2,12.16,1.09,
0.899,2370,92.1,12.16,1.08,
0.909,2370,92.2,12.16,1.09,
0.919,2370,92.2,12.16,1.09,
0.929,2535,92.2,12.16,1.09,
0.939,2535,92.2,12.16,1.14,
0.949,2386,92.1,12.16,1.18,
0.959,2386,92.2,12.16,1.19,
0.969,2386,92.2,12.16,1.19,
0.979,2560,92.1,12.16,1.19,
0.989,2560,92.1,12.16,1.19,
0.999,2420,92.2,12.16,1.19,
1.009,2420,92.2,12.16,1.19,
1.019,2420,92.1,12.16,1.20,
1.029,2561,92.2,12.16,1.22,
1.039,2561,92.2,12.16,1.22,
1.049,2414,92.1,12.16,1.21,
1.059,2414,92.1,12.16,1.22,
1.069,2414,92.1,12.16,1.21,
1.079,2306,92.1,12.16,1.22,
1.089,2306,92.2,12.16,1.22,
1.099,2208,92.2,12.16,1.23,
1.109,2208,92.2,12.16,1.48,
1.119,2208,92.2,12.16,1.49,
1.129,2476,92.1,12.16,1.48,
1.139,2476,92.1,12.16,1.49,
1.149,2363,92.1,12.16,1.48,
1.159,2363,92.2,12.16,1.49,
1.169,2363,92.2,12.16,1.48,
1.179,2550,92.2,12.16,1.48,
1.189,2550,92.2,12.16,1.48,
1.199,2402,92.1,12.16,1.48,
1.209,2402,92.2,12.16,1.48,
1.219,2576,92.1,12.16,1.48,
1.229,2576,92.2,12.16,1.48,
1.239,2576,92.1,12.16,1.48,
1.249,2451,92.1,12.16,1.48,
1.259,2451,92.1,12.16,1.48,
1.269,2626,92.1,12.16,1.30,
1.279,2626,92.1,12.16,1.24,
1.289,2626,92.1,12.16,1.23,
1.299,2480,92.1,12.16,1.24,
1.309,2480,92.1,12.16,1.24,
1.319,2633,92.1,12.16,1.23,
1.329,2633,92.1,12.16,1.24,
1.339,2489,92.1,12.16,1.24,
1.349,2489,92.2,12.16,1.25,
1.359,2489,92.1,12.16,1.26,
1.369,2632,92.2,12.16,1.26,
1.379,2632,92.1,12.16,1.26,
1.389,2491,92.1,12.16,1.26,
1.399,2491,92.2,12.16,1.26,
1.409,2651,92.2,12.16,1.26,
1.419,2651,92.2,12.16,1.26,
1.429,2651,92.2,12.16,1.27,
1.439,2513,92.2,12.16,1.31,
1.449,2513,92.1,12.16,1.30,
1.459,2682,92.2,12.16,1.30,
1.469,2682,92.1,12.16,1.31,
1.479,2563,92.1,12.16,1.30,
1.489,2563,92.1,12.16,1.31,
1.500,2746,92.1,12.16,1.30,
1.509,2746,92.2,12.16,1.31,
1.519,2746,92.1,12.16,1.32,
1.529,2609,92.2,12.16,1.32,
1.539,2609,92.1,12.16,1.32,
1.549,2770,92.2,12.16,1.32,
1.559,2770,92.2,12.16,1.32,
1.569,2638,92.2,12.16,1.32,
1.579,2638,92.2,12.16,1.32,
1.589,2798,92.2,12.16,1.32,
1.599,2798,92.1,12.16,1.29,
1.609,2798,92.2,12.16,1.28,
1.619,2663,92.2,12.16,1.29,
1.629,2663,92.1,12.16,1.28,
1.639,2817,92.1,12.16,1.29,
1.649,2817,92.1,12.16,1.29,
1.659,2711,92.1,12.16,1.28,
1.669,2711,92.1,12.16,1.29,
1.679,2864,92.1,12.16,1.28,
1.689,2864,92.2,12.16,1.28,
1.699,2718,92.1,12.16,1.28,
