Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,605,92.2,12.16,1.52,
0.009,605,92.2,12.16,1.52,
0.019,605,92.2,12.16,1.52,
0.029,605,92.1,12.16,1.52,
0.039,605,92.2,12.16,1.51,
0.049,605,92.2,12.16,1.50,
0.059,802,92.2,12.16,1.51,
0.069,802,92.1,12.16,1.52,
0.079,802,92.2,12.16,1.52,
0.089,802,92.2,12.16,1.52,
0.099,802,92.2,12.16,1.52,
0.109,802,92.2,12.16,1.52,
0.119,802,92.2,12.16,1.52,
0.129,909,92.2,12.16,1.52,
0.139,909,92.1,12.16,1.52,
0.149,909,92.2,12.16,1.52,
0.159,909,92.1,12.16,1.52,
0.169,909,92.2,12.16,1.52,
0.179,909,92.2,12.16,1.51,
0.189,944,92.2,12.16,1.52,
0.199,944,92.2,12.16,1.52,
0.209,944,92.2,12.16,1.52,
0.219,944,92.2,12.16,1.52,
0.229,944,92.2,12.16,1.52,
0.239,944,92.2,12.16,1.52,
0.249,999,92.2,12.16,1.52,
0.259,999,92.2,12.16,1.52,
0.269,999,92.2,12.16,1.52,
0.279,999,92.2,12.16,1.52,
0.289,999,92.1,12.16,1.52,
0.299,999,92.1,12.16,1.52,
0.309,995,92.1,12.16,1.52,
0.319,995,92.2,12.16,1.52,
0.329,995,92.2,12.16,1.52,
0.339,995,92.2,12.16,1.52,
0.349,995,92.1,12.16,1.52,
0.359,995,92.2,12.16,1.52,
0.369,1032,92.2,12.16,1.52,
0.379,1032,92.1,12.16,1.52,
0.389,1032,92.2,12.16,1.52,
0.399,1032,92.2,12.16,1.52,
0.409,1032,92.2,12.16,1.52,
0.419,1032,92.1,12.16,1.52,
0.429,1029,92.2,12.16,1.52,
0.439,1029,92.2,12.16,1.52,
0.449,1029,92.2,12.16,1.52,
0.459,1029,92.2,12.16,1.52,
0.469,1458,92.2,12.16,1.52,
0.479,1458,92.2,12.16,1.52,
0.489,1458,92.2,12.16,1.52,
0.499,1458,92.2,12.16,1.52,
0.509,1426,92.1,12.16,1.52,
0.519,1426,92.2,12.16,1.52,
0.529,1426,92.1,12.16,1.52,
