Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,689,93.3,12.15,1.52,
0.009,689,93.3,12.15,1.52,
0.019,689,93.3,12.15,1.52,
0.029,689,93.3,12.15,1.52,
0.039,689,93.3,12.15,1.52,
0.049,689,93.3,12.15,1.51,
0.059,852,93.3,12.15,1.51,
0.069,852,93.4,12.15,1.52,
0.079,852,93.3,12.15,1.52,
0.089,852,93.3,12.15,1.52,
0.099,852,93.3,12.15,1.52,
0.109,852,93.4,12.15,1.52,
0.119,852,93.3,12.15,1.52,
0.129,951,93.3,12.15,1.52,
0.139,951,93.4,12.15,1.52,
0.149,951,93.3,12.15,1.52,
0.159,951,93.4,12.15,1.52,
0.169,951,93.3,12.15,1.52,
0.179,951,93.4,12.15,1.51,
0.189,976,93.3,12.15,1.52,
0.199,976,93.3,12.15,1.52,
0.209,976,93.3,12.15,1.52,
0.219,976,93.3,12.15,1.52,
0.229,976,93.4,12.15,1.52,
0.239,976,93.3,12.15,1.52,
0.249,1024,93.3,12.15,1.52,
0.259,1024,93.3,12.15,1.52,
0.269,1024,93.3,12.15,1.52,
0.279,1024,93.3,12.15,1.52,
0.289,1024,93.3,12.15,1.52,
0.299,1024,93.4,12.15,1.52,
0.309,1018,93.3,12.15,1.52,
0.319,1018,93.3,12.15,1.52,
0.329,1018,93.3,12.15,1.52,
0.339,1018,93.3,12.15,1.52,
0.349,1018,93.3,12.15,1.52,
0.359,1057,93.3,12.15,1.52,
0.369,1057,93.3,12.15,1.52,
0.379,1057,93.4,12.15,1.52,
0.389,1057,93.3,12.15,1.52,
0.399,1057,93.3,12.15,1.52,
0.409,1057,93.3,12.15,1.52,
0.419,1035,93.3,12.15,1.52,
0.429,1035,93.3,12.15,1.52,
0.439,1035,93.3,12.15,1.52,
0.449,1035,93.3,12.15,1.52,
0.459,1035,93.3,12.15,1.52,
0.469,1035,93.4,12.15,1.52,
0.479,1073,93.3,12.15,1.52,
0.489,1073,93.3,12.15,1.52,
0.499,1073,93.3,12.15,1.52,
0.509,1073,93.3,12.15,1.52,
0.519,1073,93.3,12.15,1.52,
0.529,1073,93.4,12.15,1.52,
0.539,1034,93.4,12.15,1.52,
0.549,1034,93.3,12.15,1.52,
0.559,1034,93.4,12.15,1.52,
0.569,1034,93.3,12.15,1.52,
0.579,1479,93.3,12.15,1.52,
0.589,1479,93.3,12.15,1.52,
0.599,1479,93.3,12.15,1.52,
0.609,1479,93.4,12.15,1.52,
0.619,1453,93.4,12.15,1.52,
0.629,1453,93.3,12.15,1.52,
0.639,1453,93.3,12.15,1.52,
0.649,1798,93.3,12.15,1.52,
0.659,1798,93.3,12.15,1.52,
0.669,1798,93.4,12.15,1.52,
0.679,1798,93.4,12.15,1.52,
0.689,1715,93.4,12.15,1.08,
0.699,1715,93.4,12.15,0.97,
0.709,1715,93.4,12.15,0.97,
0.719,2005,93.3,12.15,0.97,
0.729,2005,93.4,12.15,0.97,
0.739,2005,93.3,12.15,0.97,
0.749,1855,93.3,12.15,0.97,
0.759,1855,93.4,12.15,0.97,
0.769,1855,93.3,12.15,0.96,
0.779,2069,93.3,12.15,0.96,
0.789,2069,93.4,12.15,0.96,
0.799,2069,93.4,12.15,0.95,
0.809,1888,93.4,12.15,0.96,
0.819,1888,93.3,12.15,0.96,
0.829,1888,93.3,12.15,0.96,
0.839,2085,93.3,12.15,0.96,
0.849,2085,93.3,12.15,0.96,
0.859,2085,93.3,12.15,0.95,
0.869,1895,93.3,12.15,0.96,
0.879,1895,93.4,12.15,0.96,
0.889,1895,93.4,12.15,0.96,
0.899,2100,93.4,12.15,0.96,
0.909,2100,93.4,12.15,0.96,
0.919,2100,93.3,12.15,0.96,
0.929,1903,93.4,12.15,0.97,
0.939,1903,93.3,12.15,1.01,
0.949,1903,93.4,12.15,1.00,
0.959,2095,93.3,12.15,1.01,
0.969,2095,93.4,12.15,1.01,
0.979,2095,93.3,12.15,1.00,
0.989,1902,93.3,12.15,1.01,
0.999,1902,93.4,12.15,1.01,
1.009,1902,93.4,12.15,1.01,
1.019,2096,93.4,12.15,1.11,
1.029,2096,93.3,12.15,1.11,
1.039,2096,93.3,12.15,1.11,
1.049,1894,93.4,12.15,1.11,
1.059,1894,93.3,12.15,1.11,
1.069,1894,93.3,12.15,1.10,
1.079,2091,93.3,12.15,1.11,
1.089,2091,93.4,12.15,1.11,
1.099,2091,93.3,12.15,1.17,
1.109,1906,93.4,12.15,1.18,
1.119,1906,93.3,12.15,1.19,
1.129,1906,93.3,12.15,1.18,
1.139,2097,93.4,12.15,1.19,
1.149,2097,93.3,12.15,1.19,
1.159,2097,93.4,12.15,1.18,
1.169,1897,93.3,12.15,1.19,
1.179,1897,93.4,12.15,1.22,
1.189,1897,93.3,12.15,1.23,
1.199,1804,93.3,12.15,1.23,
1.209,1804,93.3,12.15,1.23,
1.219,1804,93.4,12.15,1.23,
1.229,1804,93.3,12.15,1.23,
1.239,1702,93.4,12.15,1.23,
1.249,1702,93.4,12.15,1.23,
1.259,1702,93.3,12.15,1.37,
1.269,1983,93.3,12.15,1.52,
1.279,1983,93.4,12.15,1.52,
1.289,1983,93.3,12.15,1.52,
1.299,1854,93.3,12.15,1.52,
1.309,1854,93.3,12.15,1.52,
1.319,1854,93.4,12.15,1.52,
1.329,2083,93.4,12.15,1.52,
1.339,2083,93.4,12.15,1.46,
1.349,2083,93.4,12.15,1.29,
1.359,1906,93.4,12.15,1.28,
1.369,1906,93.3,12.15,1.29,
1.379,1906,93.3,12.15,1.28,
1.389,2123,93.3,12.15,1.28,
1.399,2123,93.3,12.15,1.29,
1.409,2123,93.3,12.15,1.28,
1.419,1940,93.4,12.15,1.28,
1.429,1940,93.4,12.15,1.22,
1.439,1940,93.4,12.15,1.22,
1.449,2137,93.4,12.15,1.22,
1.459,2137,93.4,12.15,1.22,
1.469,2137,93.3,12.15,1.22,
1.479,1955,93.4,12.15,1.22,
1.489,1955,93.3,12.15,1.22,
1.499,1955,93.3,12.15,1.22,
1.509,2154,93.3,12.15,1.29,
1.519,2154,93.3,12.15,1.30,
1.529,2154,93.3,12.15,1.29,
1.539,1957,93.4,12.15,1.30,
1.549,1957,93.3,12.15,1.30,
1.559,1957,93.3,12.15,1.29,
1.569,2148,93.3,12.15,1.30,
1.579,2148,93.3,12.15,1.30,
1.589,2148,93.3,12.15,1.28,
1.599,1967,93.4,12.15,1.28,
1.609,1967,93.3,12.15,1.28,
1.619,2162,93.3,12.15,1.27,
1.629,2162,93.4,12.15,1.28,
1.639,2162,93.4,12.15,1.28,
1.650,1973,93.4,12.15,1.27,
1.659,1973,93.3,12.15,1.27,
1.669,1973,93.4,12.15,1.27,
1.679,2182,93.4,12.15,1.25,
1.689,2182,93.3,12.15,1.26,
1.699,2182,93.4,12.15,1.26,
1.709,2002,93.4,12.15,1.25,
1.719,2002,93.3,12.15,1.25,
1.729,2002,93.3,12.15,1.25,
1.739,2193,93.4,12.15,1.25,
1.749,2193,93.3,12.15,1.26,
1.759,2193,93.4,12.15,1.28,
1.769,1995,93.4,12.15,1.28,
1.779,1995,93.3,12.15,1.28,
1.789,1995,93.4,12.15,1.28,
1.799,2206,93.3,12.15,1.28,
1.809,2206,93.3,12.15,1.28,
1.819,2206,93.3,12.15,1.27,
1.829,2029,93.4,12.15,1.28,
1.839,2029,93.3,12.15,1.28,
1.849,2237,93.4,12.15,1.28,
1.859,2237,93.3,12.15,1.28,
1.869,2237,93.3,12.15,1.28,
1.879,2051,93.4,12.15,1.28,
1.889,2051,93.4,12.15,1.28,
1.899,2051,93.3,12.15,1.28,
1.909,2252,93.4,12.15,1.28,
1.919,2252,93.4,12.15,1.29,
1.929,2252,93.3,12.15,1.29,
1.939,2080,93.3,12.15,1.29,
1.949,2080,93.3,12.15,1.29,
1.959,2288,93.3,12.15,1.29,
1.969,2288,93.4,12.15,1.29,
1.979,2288,93.4,12.15,1.29,
1.989,2110,93.3,12.15,1.29,
1.999,2110,93.4,12.15,1.27,
2.009,2110,93.3,12.15,1.27,
2.019,2302,93.4,12.15,1.27,
2.029,2302,93.3,12.15,1.27,
2.039,2302,93.4,12.15,1.27,
2.049,2116,93.3,12.15,1.27,
2.059,2116,93.4,12.15,1.27,
2.069,2321,93.3,12.15,1.27,
2.079,2321,93.4,12.15,1.25,
2.089,2321,93.3,12.15,1.24,
2.099,2161,93.4,12.15,1.24,
2.109,2161,93.4,12.15,1.24,
2.119,2161,93.3,12.15,1.24,
2.129,2366,93.3,12.15,1.24,
2.139,2366,93.4,12.15,1.24,
2.149,2182,93.3,12.15,1.24,
2.159,2182,93.3,12.15,1.23,
2.169,2182,93.3,12.15,1.21,
2.179,2386,93.4,12.15,1.21,
2.189,2386,93.3,12.15,1.21,
2.199,2248,93.4,12.15,1.21,
2.209,2248,93.3,12.15,1.21,
2.219,2248,93.4,12.15,1.21,
2.229,2407,93.4,12.15,1.21,
2.239,2407,93.3,12.15,1.21,
2.249,2407,93.4,12.15,1.23,
2.259,2228,93.4,12.15,1.23,
2.269,2228,93.4,12.15,1.23,
2.279,2440,93.4,12.15,1.23,
2.289,2440,93.3,12.15,1.23,
2.299,2440,93.3,12.15,1.23,
2.309,2255,93.4,12.15,1.23,
2.319,2255,93.3,12.15,1.23,
2.329,2452,93.4,12.15,1.26,
2.339,2452,93.3,12.15,1.26,
2.349,2452,93.4,12.15,1.26,
2.359,2326,93.4,12.15,1.26,
2.369,2326,93.4,12.15,1.26,
