Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,776,0.0,11.48,1.51,
0.009,776,0.0,11.29,1.52,
0.019,776,0.0,11.12,1.51,
0.029,776,0.0,11.02,1.52,
0.039,776,0.0,10.99,1.51,
0.049,776,0.0,11.00,1.51,
0.059,897,0.0,11.04,1.52,
0.069,897,0.0,11.08,1.52,
0.079,897,0.0,11.12,1.52,
0.089,897,0.0,11.15,1.52,
0.099,897,0.0,11.18,1.52,
0.109,1224,0.0,11.07,1.52,
0.119,1224,0.0,10.88,1.52,
0.129,1224,0.0,10.71,1.52,
0.139,1224,0.0,10.62,1.52,
0.149,1224,0.0,10.61,1.52,
0.159,1165,0.0,10.64,1.52,
0.169,1165,0.0,10.69,1.52,
0.179,1165,0.0,10.74,1.52,
0.189,1165,0.0,10.79,1.52,
0.199,1165,0.0,10.83,1.52,
0.209,1185,0.0,10.77,1.52,
0.219,1185,0.0,10.59,1.52,
0.229,1185,0.0,10.42,1.52,
0.239,1185,0.0,10.31,1.52,
0.249,1185,0.0,10.29,1.52,
0.259,1116,0.0,10.31,1.52,
0.269,1116,0.0,10.36,1.52,
0.279,1116,0.0,10.42,1.52,
0.289,1116,0.0,10.48,1.52,
0.299,1116,0.0,10.53,1.52,
0.309,1252,0.0,10.51,1.52,
0.319,1252,0.0,10.35,1.52,
0.329,1252,0.0,10.18,1.52,
0.339,1252,0.0,10.08,1.52,
0.349,1252,0.0,10.06,1.52,
0.359,1195,0.0,10.09,1.52,
0.369,1195,0.0,10.15,1.52,
0.379,1195,0.0,10.21,1.52,
0.389,1195,0.0,10.27,1.52,
0.399,1195,0.0,10.32,1.52,
0.409,1309,0.0,10.23,1.52,
0.419,1309,0.0,10.06,1.52,
0.429,1309,0.0,9.92,1.52,
0.439,1309,0.0,9.87,1.52,
0.449,1253,0.0,9.88,1.52,
0.459,1253,0.0,9.93,1.50,
0.469,1253,0.0,10.00,1.36,
0.479,1253,0.0,10.07,1.36,
0.489,1253,0.0,10.13,1.35,
0.499,1368,0.0,10.07,1.36,
0.509,1368,0.0,9.90,1.36,
0.519,1368,0.0,9.76,1.36,
0.529,1368,0.0,9.70,1.36,
0.539,1315,0.0,9.71,1.36,
0.549,1315,0.0,9.77,1.14,
0.559,1315,0.0,9.84,1.11,
0.569,1315,0.0,9.91,1.11,
0.579,1413,0.0,9.97,1.11,
0.589,1413,0.0,9.87,1.11,
0.599,1413,0.0,9.70,1.11,
0.609,1413,0.0,9.58,1.11,
0.619,1413,0.0,9.55,1.11,
0.629,1360,0.0,9.58,1.09,
0.639,1360,0.0,9.65,1.09,
0.649,1360,0.0,9.73,1.08,
0.659,1360,0.0,9.81,1.08,
0.669,1461,0.0,9.81,1.08,
0.679,1461,0.0,9.66,1.08,
0.689,1461,0.0,9.51,1.09,
0.699,1461,0.0,9.44,1.08,
0.709,1410,0.0,9.44,1.13,
0.719,1410,0.0,9.50,1.18,
0.729,1410,0.0,9.58,1.18,
0.739,1410,0.0,9.66,1.18,
0.749,1491,0.0,9.71,1.18,
0.759,1491,0.0,9.58,1.18,
0.769,1491,0.0,9.42,1.18,
0.779,1491,0.0,9.33,1.18,
0.790,1440,0.0,9.33,1.20,
0.799,1440,0.0,9.38,1.24,
0.809,1440,0.0,9.46,1.24,
0.819,1440,0.0,9.54,1.24,
0.829,1482,0.0,9.61,1.23,
0.839,1482,0.0,9.52,1.24,
0.849,1482,0.0,9.36,1.24,
0.859,1482,0.0,9.26,1.24,
0.869,1482,0.0,9.24,1.24,
0.879,1427,0.0,9.28,1.30,
0.889,1427,0.0,9.36,1.30,
0.899,1427,0.0,9.45,1.30,
0.909,1427,0.0,9.53,1.29,
0.919,1476,0.0,9.50,1.30,
0.929,1476,0.0,9.34,1.30,
0.939,1476,0.0,9.22,1.30,
0.949,1476,0.0,9.18,1.30,
0.959,1422,0.0,9.20,1.36,
0.969,1422,0.0,9.27,1.36,
0.979,1422,0.0,9.36,1.37,
0.989,1422,0.0,9.45,1.36,
0.999,1458,0.0,9.48,1.36,
1.009,1458,0.0,9.34,1.36,
1.019,1458,0.0,9.20,1.36,
1.029,1458,0.0,9.13,1.36,
1.039,1401,0.0,9.13,1.38,
1.049,1401,0.0,9.19,1.39,
1.059,1401,0.0,9.28,1.39,
1.069,1401,0.0,9.37,1.39,
1.079,1401,0.0,9.45,1.39,
1.089,1443,0.0,9.38,1.39,
1.099,1443,0.0,9.23,1.39,
1.109,1443,0.0,9.12,1.39,
1.119,1443,0.0,9.10,1.44,
1.129,1386,0.0,9.14,1.48,
1.139,1386,0.0,9.22,1.49,
1.149,1386,0.0,9.31,1.48,
1.159,1386,0.0,9.40,1.48,
1.169,1400,0.0,9.44,1.48,
1.179,1400,0.0,9.31,1.48,
1.189,1400,0.0,9.16,1.48,
1.199,1400,0.0,9.08,1.50,
1.209,1400,0.0,9.08,1.52,
1.219,1342,0.0,9.14,1.52,
1.229,1342,0.0,9.23,1.52,
1.239,1342,0.0,9.32,1.52,
1.249,1342,0.0,9.41,1.52,
1.259,1446,0.0,9.38,1.52,
1.269,1446,0.0,9.23,1.52,
1.279,1446,0.0,9.11,1.52,
1.289,1446,0.0,9.07,1.52,
1.299,1394,0.0,9.10,1.52,
1.309,1394,0.0,9.17,1.52,
1.319,1394,0.0,9.26,1.52,
1.329,1394,0.0,9.35,1.52,
1.339,1410,0.0,9.42,1.52,
1.349,1410,0.0,9.31,1.52,
1.359,1410,0.0,9.16,1.52,
1.369,1410,0.0,9.07,1.52,
1.379,1410,0.0,9.07,1.52,
1.389,1350,0.0,9.12,1.52,
1.399,1350,0.0,9.20,1.52,
1.409,1350,0.0,9.29,1.52,
1.419,1350,0.0,9.38,1.52,
1.429,1441,0.0,9.38,1.52,
1.439,1441,0.0,9.24,1.52,
1.449,1441,0.0,9.11,1.52,
1.459,1441,0.0,9.06,1.52,
1.469,1390,0.0,9.08,1.52,
1.479,1390,0.0,9.15,1.52,
1.489,1390,0.0,9.24,1.52,
1.499,1390,0.0,9.33,1.52,
1.510,1436,0.0,9.41,1.52,
1.519,1436,0.0,9.32,1.52,
1.529,1436,0.0,9.17,1.52,
1.539,1436,0.0,9.08,1.52,
1.549,1436,0.0,9.07,1.52,
1.559,1380,0.0,9.12,1.52,
1.569,1380,0.0,9.20,1.52,
1.579,1380,0.0,9.29,1.52,
1.589,1380,0.0,9.38,1.52,
1.599,1432,0.0,9.39,1.52,
1.609,1432,0.0,9.25,1.52,
1.619,1432,0.0,9.11,1.52,
1.629,1432,0.0,9.06,1.52,
1.639,1377,0.0,9.07,1.52,
1.649,1377,0.0,9.14,1.52,
1.659,1377,0.0,9.23,1.52,
1.669,1377,0.0,9.32,1.52,
1.679,1432,0.0,9.40,1.52,
1.689,1432,0.0,9.32,1.52,
1.699,1432,0.0,9.17,1.52,
1.709,1432,0.0,9.07,1.52,
1.719,1432,0.0,9.05,1.52,
1.729,1377,0.0,9.09,1.52,
1.739,1377,0.0,9.17,1.52,
