Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,901,96.2,12.17,1.52,
0.009,901,96.2,12.17,1.52,
0.019,901,96.3,12.17,1.52,
0.029,901,96.3,12.17,1.52,
0.039,901,96.3,12.17,1.52,
0.049,901,96.3,12.17,1.52,
0.059,988,96.3,12.17,1.52,
0.070,988,96.3,12.17,1.52,
0.079,988,96.3,12.18,1.52,
0.089,988,96.3,12.18,1.52,
0.099,988,96.3,12.18,1.52,
0.109,988,96.3,12.18,1.51,
0.119,1006,96.3,12.18,1.52,
0.129,1006,96.3,12.18,1.52,
0.139,1006,96.3,12.18,1.52,
0.149,1006,96.3,12.18,1.52,
0.159,1006,96.3,12.18,1.52,
0.169,1051,96.3,12.18,1.52,
0.179,1051,96.3,12.18,1.52,
0.189,1051,96.3,12.18,1.52,
0.199,1051,96.3,12.18,1.52,
0.209,1051,96.3,12.18,1.52,
0.219,1051,96.3,12.18,1.52,
0.229,1026,96.3,12.18,1.52,
0.239,1026,96.3,12.18,1.52,
0.249,1026,96.3,12.18,1.52,
0.259,1026,96.3,12.18,1.52,
0.269,1026,96.3,12.18,1.52,
0.279,1204,96.3,12.18,1.52,
0.291,1204,96.3,12.18,1.52,
0.299,1204,96.3,12.19,1.52,
0.309,1204,96.3,12.19,1.52,
0.319,1204,96.3,12.19,1.52,
0.329,1149,96.3,12.19,1.52,
0.339,1149,96.4,12.19,1.52,
0.349,1149,96.4,12.19,1.52,
0.359,1149,96.4,12.19,1.52,
0.369,1503,96.3,12.19,1.52,
0.379,1503,96.3,12.19,1.52,
0.389,1503,96.3,12.19,1.52,
0.400,1503,96.4,12.19,1.52,
0.409,1477,96.3,12.19,1.52,
0.419,1477,96.4,12.19,1.52,
0.429,1477,96.4,12.19,1.52,
0.439,1477,96.4,12.19,1.52,
0.449,1749,96.4,12.19,1.52,
0.459,1749,96.5,12.19,1.52,
0.469,1749,96.4,12.19,1.52,
0.479,1672,96.4,12.19,1.52,
0.489,1672,96.5,12.19,1.52,
0.500,1672,96.5,12.19,1.52,
0.509,1896,96.5,12.19,1.52,
0.519,1896,96.5,12.19,1.52,
0.529,1896,96.5,12.19,1.52,
0.539,1896,96.5,12.19,1.52,
0.549,1763,96.5,12.19,1.52,
0.559,1763,96.5,12.19,1.52,
0.569,1763,96.5,12.19,1.52,
0.579,1974,96.5,12.19,1.52,
0.589,1974,96.5,12.19,1.52,
0.599,1974,96.5,12.19,1.52,
0.611,1801,96.5,12.19,1.52,
0.619,1801,96.5,12.19,1.52,
0.629,1801,96.5,12.19,1.52,
0.639,2000,96.5,12.19,1.52,
0.649,2000,96.5,12.19,1.52,
0.659,2000,96.5,12.19,1.52,
0.669,2000,96.5,12.19,1.52,
0.679,1822,96.5,12.19,1.52,
0.689,1822,96.6,12.19,1.52,
0.699,2041,96.5,12.19,1.52,
0.709,2041,96.6,12.19,1.52,
0.722,2041,96.5,12.19,1.52,
0.729,2041,96.5,12.19,1.52,
0.739,1893,96.6,12.19,1.52,
0.749,1893,96.6,12.19,1.52,
0.759,2125,96.6,12.19,1.51,
0.769,2125,96.6,12.19,1.52,
0.779,2125,96.6,12.19,1.52,
0.789,2007,96.6,12.19,1.51,
0.799,2007,96.6,12.19,1.50,
0.809,2007,96.6,12.19,1.41,
0.819,2253,96.6,12.19,1.41,
0.829,2253,96.6,12.19,1.41,
0.839,2253,96.6,12.19,1.41,
0.849,2149,96.6,12.19,1.41,
0.859,2149,96.6,12.19,1.41,
0.870,2381,96.6,12.19,1.41,
0.879,2381,96.6,12.19,1.41,
0.889,2381,96.6,12.19,1.39,
0.899,2282,96.6,12.19,1.38,
0.909,2282,96.6,12.19,1.39,
0.919,2503,96.6,12.19,1.38,
0.929,2503,96.6,12.19,1.38,
0.939,2503,96.6,12.19,1.38,
0.949,2418,96.6,12.19,1.38,
0.959,2418,96.6,12.19,1.38,
0.969,2635,96.6,12.19,1.31,
0.979,2635,96.6,12.19,1.29,
0.989,2635,96.6,12.19,1.28,
0.999,2556,96.7,12.19,1.29,
1.009,2556,96.6,12.19,1.28,
1.019,2748,96.6,12.19,1.28,
1.029,2748,96.6,12.20,1.28,
1.039,2683,96.6,12.20,1.28,
1.050,2683,96.6,12.20,1.26,
1.059,2860,96.7,12.20,1.23,
1.069,2860,96.7,12.21,1.24,
1.079,2801,96.7,12.21,1.23,
1.089,2801,96.7,12.21,1.24,
1.099,2953,96.7,12.21,1.23,
1.109,2953,96.7,12.21,1.24,
1.119,2903,96.7,12.21,1.23,
1.129,2903,96.7,12.21,1.25,
1.139,3062,96.7,12.21,1.26,
1.149,3062,96.7,12.21,1.26,
1.161,3009,96.7,12.21,1.26,
1.169,3009,96.7,12.21,1.26,
1.179,3181,96.7,12.21,1.26,
1.189,3181,96.7,12.21,1.26,
1.199,3128,96.7,12.21,1.26,
1.209,3128,96.7,12.21,1.26,
1.219,3281,96.7,12.21,1.27,
1.229,3281,96.7,12.22,1.27,
1.239,3232,96.8,12.22,1.27,
1.249,3232,96.8,12.22,1.27,
1.259,3388,96.8,12.22,1.27,
1.270,3333,96.7,12.22,1.27,
1.279,3333,96.8,12.22,1.27,
1.289,3485,96.7,12.22,1.27,
1.299,3485,96.8,12.22,1.23,
1.309,3429,96.8,12.22,1.23,
1.319,3601,96.8,12.22,1.23,
1.329,3601,96.8,12.22,1.23,
1.339,3537,96.8,12.22,1.23,
1.349,3537,96.8,12.22,1.23,
1.359,3706,96.8,12.22,1.23,
1.370,3640,96.8,12.22,1.23,
1.379,3640,96.9,12.22,1.21,
1.389,3809,96.9,12.22,1.20,
1.399,3809,96.9,12.23,1.20,
1.409,3736,96.9,12.23,1.20,
1.419,3904,96.9,12.23,1.20,
1.429,3904,96.9,12.23,1.20,
1.439,3834,96.9,12.23,1.20,
1.449,3997,97.0,12.23,1.20,
1.459,3997,96.9,12.23,1.22,
1.469,3928,97.0,12.23,1.23,
1.479,4095,97.0,12.23,1.23,
1.492,4025,96.9,12.23,1.23,
1.499,4025,97.0,12.23,1.23,
1.509,4187,97.0,12.23,1.23,
1.519,4187,96.9,12.23,1.23,
1.529,4112,97.0,12.23,1.24,
1.539,4262,97.0,12.23,1.21,
1.550,4205,97.0,12.23,1.18,
1.559,4205,97.0,12.23,1.19,
1.569,4354,97.0,12.23,1.19,
1.579,4293,97.0,12.24,1.19,
1.589,4293,97.0,12.24,1.19,
1.600,4445,97.0,12.24,1.19,
1.609,4379,97.0,12.24,1.19,
1.619,4521,97.0,12.24,1.19,
1.629,4521,97.0,12.24,1.20,
1.639,4456,97.0,12.24,1.21,
1.649,4599,97.0,12.24,1.20,
1.659,4539,97.0,12.24,1.20,
1.669,4539,97.1,12.24,1.20,
1.679,4684,97.0,12.24,1.21,
1.689,4624,97.1,12.24,1.20,
1.699,4761,97.1,12.24,1.20,
1.709,4707,97.0,12.25,1.13,
1.719,4707,97.1,12.25,1.14,
1.729,4840,97.0,12.25,1.14,
1.739,4786,97.0,12.25,1.13,
1.749,4916,97.1,12.25,1.14,
1.759,4863,97.1,12.25,1.13,
1.769,4985,97.1,12.25,1.13,
1.779,4985,97.1,12.25,1.14,
1.789,4937,97.1,12.25,1.11,
1.799,5056,97.1,12.25,1.10,
1.809,5007,97.1,12.25,1.10,
1.819,5124,97.1,12.25,1.10,
1.830,5073,97.1,12.25,1.10,
1.839,5073,97.1,12.25,1.10,
1.849,5192,97.1,12.25,1.10,
1.859,5139,97.1,12.26,1.10,
1.869,5264,97.1,12.26,1.07,
1.879,5209,97.1,12.27,1.05,
1.889,5329,97.1,12.27,1.05,
1.899,5279,97.1,12.27,1.05,
1.910,5396,97.2,12.27,1.05,
1.920,5396,97.2,12.27,1.05,
1.929,5345,97.2,12.27,1.05,
1.939,5457,97.1,12.27,1.05,
1.949,5409,97.2,12.27,1.01,
1.959,5514,97.2,12.27,0.96,
1.969,5470,97.2,12.27,0.97,
1.979,5572,97.2,12.27,0.97,
1.989,5528,97.1,12.27,0.97,
1.999,5490,97.1,12.27,0.97,
2.009,5451,95.0,12.27,0.97,
2.020,5409,89.7,12.27,0.97,
2.031,5364,82.4,12.27,1.08,
2.039,5364,73.5,12.27,1.40,
2.049,5333,61.9,12.27,1.40,
2.059,5284,49.0,12.27,1.40,
2.069,5255,37.1,12.23,1.40,
2.079,5214,26.1,12.23,1.39,
2.089,5183,14.8,12.23,1.40,
2.100,5148,4.5,12.06,1.40,
2.109,5148,0.0,12.01,1.41,
2.119,5119,0.0,11.83,1.52,
2.129,5085,0.0,11.66,1.52,
2.139,5057,0.0,11.51,1.52,
2.149,5023,0.0,11.29,1.52,
2.159,4997,0.0,11.18,1.52,
2.169,4997,0.0,10.95,1.52,
2.179,4962,0.0,10.80,1.52,
2.189,4946,0.0,10.64,1.52,
2.199,4915,0.0,10.46,1.52,
2.209,4891,0.0,10.36,1.52,
2.220,4862,0.0,10.15,1.52,
2.229,4862,0.0,10.04,1.52,
2.239,4836,0.0,9.89,1.52,
2.249,4805,0.0,9.74,1.52,
2.259,4780,0.0,9.67,1.52,
2.269,4747,0.0,9.49,1.52,
2.279,4747,0.0,9.40,1.52,
2.289,4720,0.0,9.28,1.52,
2.299,4690,0.0,9.14,1.52,
2.309,4664,0.0,9.10,1.52,
2.319,4664,0.0,8.93,1.52,
2.329,4636,0.0,8.85,1.52,
2.339,4609,0.0,8.78,1.52,
2.349,4582,0.0,8.64,1.52,
2.359,4582,0.0,8.60,1.52,
2.369,4557,0.0,8.47,1.52,
2.379,4526,0.0,8.38,1.52,
2.389,4499,0.0,8.36,1.52,
2.399,4499,0.0,8.21,1.52,
2.409,4466,0.0,8.16,1.52,
2.419,4441,0.0,8.10,1.52,
2.429,4408,0.0,7.98,1.52,
2.439,4408,0.0,7.96,1.52,
2.449,4386,0.0,7.87,1.52,
2.459,4352,0.0,7.79,1.52,
2.470,4329,0.0,7.79,1.52,
2.479,4329,0.0,7.66,1.52,
