Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,791,92.5,12.11,1.52,
0.009,791,92.6,12.11,1.52,
0.019,791,92.6,12.11,1.52,
0.029,791,92.5,12.11,1.52,
0.039,791,92.6,12.11,1.51,
0.049,791,92.6,12.11,1.51,
0.059,890,92.6,12.11,1.52,
0.069,890,92.6,12.11,1.52,
0.079,890,92.5,12.11,1.52,
0.089,890,92.6,12.11,1.52,
0.099,890,92.5,12.11,1.52,
0.109,890,92.6,12.11,1.52,
0.119,969,92.5,12.11,1.52,
0.129,969,92.6,12.11,1.52,
0.139,969,92.6,12.11,1.52,
0.149,969,92.5,12.11,1.52,
0.159,969,92.6,12.11,1.52,
0.169,969,92.6,12.11,1.52,
0.179,981,92.6,12.11,1.52,
0.189,981,92.6,12.11,1.52,
0.199,981,92.5,12.11,1.52,
0.209,981,92.6,12.11,1.52,
0.219,981,92.5,12.11,1.52,
0.229,981,92.6,12.11,1.52,
0.239,1025,92.6,12.11,1.52,
0.249,1025,92.6,12.11,1.52,
0.259,1025,92.6,12.12,1.52,
0.269,1025,92.6,12.12,1.52,
0.279,1025,92.6,12.12,1.52,
0.289,1025,92.6,12.12,1.52,
0.299,1019,92.6,12.12,1.52,
0.309,1019,92.6,12.12,1.52,
0.319,1019,92.6,12.12,1.52,
0.329,1019,92.6,12.12,1.52,
0.339,1554,92.6,12.12,1.52,
0.349,1554,92.6,12.13,1.52,
0.359,1554,92.6,12.13,1.52,
0.369,1554,92.6,12.13,1.52,
0.379,1535,92.6,12.13,1.52,
0.389,1535,92.6,12.13,1.52,
0.399,1535,92.6,12.13,1.40,
0.409,1867,92.6,12.13,0.87,
0.419,1867,92.6,12.13,0.87,
0.429,1867,92.6,12.13,0.87,
0.439,1756,92.6,12.13,0.86,
0.449,1756,92.6,12.13,0.87,
0.459,1756,92.6,12.13,0.87,
0.469,2001,92.6,12.13,0.86,
0.479,2001,92.6,12.13,0.87,
0.489,2001,92.6,12.13,0.75,
0.499,1849,92.6,12.13,0.75,
0.509,1849,92.6,12.13,0.75,
0.519,1849,92.6,12.13,0.75,
0.529,2064,92.6,12.13,0.75,
0.539,2064,92.6,12.13,0.75,
0.549,2064,92.6,12.13,0.75,
0.559,2064,92.6,12.13,0.75,
0.569,1893,92.6,12.13,0.75,
0.579,1893,92.6,12.13,0.75,
0.590,2090,92.6,12.13,0.75,
0.599,2090,92.7,12.13,0.75,
0.609,2090,92.6,12.13,0.75,
0.619,2090,92.6,12.13,0.75,
0.629,1913,92.7,12.13,0.75,
0.639,1913,92.7,12.13,0.75,
0.650,2087,92.6,12.13,0.76,
0.659,2087,92.7,12.13,0.77,
0.669,2087,92.7,12.13,0.77,
0.679,2087,92.6,12.13,0.77,
0.689,1910,92.7,12.13,0.77,
0.699,1910,92.7,12.13,0.77,
0.710,2087,92.7,12.13,0.77,
0.719,2087,92.7,12.13,0.77,
0.729,2087,92.7,12.13,0.77,
0.739,2087,92.7,12.13,0.77,
0.749,1914,92.7,12.13,0.77,
0.759,1914,92.7,12.13,0.77,
0.770,2095,92.7,12.13,0.76,
0.779,2095,92.7,12.13,0.77,
0.789,2095,92.7,12.13,0.77,
0.799,2095,92.7,12.13,0.77,
0.809,1908,92.7,12.13,0.77,
0.819,1908,92.7,12.13,0.78,
0.829,2072,92.7,12.13,0.78,
0.839,2072,92.7,12.13,0.78,
0.849,2072,92.7,12.13,0.78,
0.859,2072,92.7,12.13,0.78,
0.869,1889,92.7,12.13,0.78,
0.879,1889,92.7,12.13,0.78,
0.889,1889,92.7,12.13,0.78,
0.899,2070,92.8,12.13,0.79,
0.909,2070,92.7,12.13,0.79,
0.919,2070,92.7,12.13,0.79,
0.929,1893,92.7,12.13,0.79,
0.939,1893,92.8,12.13,0.79,
0.949,1893,92.7,12.13,0.79,
0.959,2077,92.8,12.13,0.79,
0.969,2077,92.7,12.13,0.79,
0.979,2077,92.8,12.13,0.82,
0.989,1890,92.8,12.13,0.83,
0.999,1890,92.8,12.13,0.83,
1.009,1890,92.8,12.13,0.82,
1.019,2067,92.8,12.13,0.83,
1.029,2067,92.8,12.14,0.83,
1.039,2067,92.8,12.14,0.82,
1.049,1885,92.8,12.14,0.83,
1.059,1885,92.8,12.14,0.84,
1.069,1885,92.8,12.14,0.85,
1.079,2065,92.8,12.14,0.85,
1.089,2065,92.8,12.14,0.85,
1.099,2065,92.8,12.14,0.85,
1.109,1874,92.8,12.14,0.85,
1.119,1874,92.8,12.14,0.86,
1.129,1874,92.8,12.14,0.85,
1.139,2054,92.8,12.14,0.85,
1.149,2054,92.8,12.14,0.84,
1.159,2054,92.8,12.14,0.84,
1.169,1872,92.9,12.14,0.84,
1.179,1872,92.8,12.14,0.84,
1.189,1872,92.8,12.14,0.84,
1.199,2046,92.8,12.14,0.84,
1.209,2046,92.8,12.14,0.84,
1.219,2046,92.8,12.14,0.84,
1.229,1857,92.8,12.14,0.83,
1.239,1857,92.9,12.14,0.84,
1.249,1857,92.8,12.14,0.84,
1.259,2031,92.9,12.14,0.83,
1.269,2031,92.8,12.14,0.84,
1.279,2031,92.9,12.14,0.84,
1.290,1851,92.9,12.14,0.83,
1.299,1851,92.9,12.14,0.84,
1.309,1851,92.9,12.14,0.84,
1.320,2026,92.9,12.14,0.83,
1.329,2026,92.8,12.14,0.84,
1.339,2026,92.9,12.14,0.84,
1.349,2026,92.9,12.14,0.83,
1.359,1847,92.9,12.14,0.84,
1.369,1847,92.9,12.14,0.84,
1.379,1847,92.9,12.14,0.83,
1.389,2025,92.9,12.14,0.82,
1.399,2025,92.9,12.14,0.82,
1.409,2025,92.8,12.14,0.81,
1.419,1838,92.9,12.14,0.82,
1.429,1838,92.9,12.14,0.82,
1.439,1838,92.9,12.14,0.81,
1.449,2011,92.9,12.14,0.81,
1.459,2011,92.9,12.14,0.82,
1.469,2011,92.9,12.14,0.82,
1.479,1828,92.9,12.14,0.82,
1.489,1828,92.9,12.14,0.82,
1.499,1828,92.9,12.14,0.82,
1.509,2011,92.9,12.14,0.81,
1.519,2011,92.9,12.14,0.82,
1.529,2011,92.9,12.14,0.82,
1.539,1834,92.9,12.14,0.81,
1.549,1834,92.9,12.14,0.82,
1.559,1834,92.9,12.14,0.82,
1.569,2030,92.9,12.14,0.82,
1.579,2030,92.9,12.14,0.82,
1.589,2030,92.9,12.14,0.82,
1.599,2030,92.9,12.14,0.82,
1.609,1845,93.0,12.14,0.82,
1.619,1845,92.9,12.14,0.82,
1.629,1845,92.9,12.14,0.83,
1.639,2015,92.9,12.14,0.86,
1.649,2015,92.9,12.14,0.85,
1.659,2015,93.0,12.14,0.85,
1.669,1829,93.0,12.14,0.85,
1.679,1829,92.9,12.14,0.85,
1.689,1829,92.9,12.14,0.85,
1.699,1991,92.9,12.14,0.85,
1.709,1991,92.9,12.14,0.85,
1.719,1991,92.9,12.14,0.82,
1.729,1815,93.0,12.14,0.81,
1.739,1815,92.9,12.14,0.82,
1.749,1815,92.9,12.14,0.82,
1.759,2000,92.9,12.14,0.81,
1.769,2000,92.9,12.14,0.82,
1.779,2000,93.0,12.14,0.82,
1.789,1817,92.9,12.14,0.81,
1.799,1817,92.9,12.14,0.81,
1.809,1817,93.0,12.14,0.81,
1.819,2000,92.9,12.14,0.80,
1.829,2000,93.0,12.14,0.81,
1.839,2000,92.9,12.14,0.81,
1.849,2000,92.9,12.14,0.80,
1.859,1819,93.0,12.14,0.81,
1.869,1819,93.0,12.14,0.81,
1.879,1819,93.0,12.14,0.83,
1.889,2000,93.0,12.14,0.85,
1.899,2000,93.0,12.14,0.85,
1.909,2000,92.9,12.14,0.84,
1.919,1822,93.0,12.14,0.84,
1.929,1822,93.0,12.14,0.85,
1.939,1822,92.9,12.14,0.85,
1.949,2010,93.0,12.14,0.84,
1.959,2010,93.0,12.14,0.84,
1.969,2010,93.0,12.14,0.83,
1.979,1832,93.0,12.14,0.83,
1.989,1832,93.0,12.14,0.83,
1.999,1832,93.0,12.14,0.83,
2.009,2012,93.0,12.14,0.83,
2.019,2012,93.0,12.14,0.83,
2.029,2012,93.0,12.14,0.83,
2.039,2012,93.0,12.14,0.83,
2.049,1824,93.0,12.14,0.85,
2.059,1824,93.0,12.14,0.85,
2.069,1824,93.0,12.14,0.84,
2.079,1999,93.0,12.14,0.85,
2.089,1999,93.0,12.14,0.85,
2.099,1999,93.0,12.14,0.84,
2.109,1823,93.0,12.14,0.85,
2.119,1823,93.0,12.14,0.84,
2.129,1823,92.9,12.14,0.83,
2.139,2008,93.0,12.14,0.83,
2.149,2008,93.0,12.14,0.83,
2.159,2008,93.0,12.14,0.83,
2.169,1831,93.0,12.14,0.83,
2.179,1831,93.0,12.14,0.83,
2.189,1831,93.0,12.14,0.83,
2.199,2011,93.0,12.14,0.83,
2.209,2011,93.0,12.14,0.84,
2.219,2011,93.0,12.14,0.84,
2.230,1827,93.0,12.14,0.84,
2.239,1827,93.0,12.14,0.84,
2.249,1827,93.0,12.14,0.84,
2.259,2010,93.0,12.14,0.84,
2.269,2010,93.0,12.14,0.84,
2.279,2010,93.0,12.14,0.84,
2.289,2010,93.0,12.14,0.83,
2.299,1836,93.0,12.14,0.83,
2.309,1836,93.0,12.14,0.83,
2.319,1836,93.0,12.14,0.83,
2.329,2019,93.0,12.14,0.83,
2.339,2019,93.0,12.14,0.83,
2.349,2019,93.0,12.14,0.82,
2.359,1854,93.0,12.14,0.83,
2.369,1854,93.0,12.14,0.84,
2.379,1854,93.0,12.14,0.84,
2.389,2034,93.0,12.14,0.85,
2.399,2034,93.0,12.14,0.84,
2.409,2034,93.0,12.14,0.85,
2.419,1852,93.0,12.14,0.84,
2.429,1852,93.0,12.14,0.85,
2.439,1852,93.0,12.14,0.85,
2.449,2049,93.0,12.14,0.84,
2.459,2049,93.0,12.14,0.85,
2.469,2049,93.0,12.14,0.85,
2.479,1864,93.0,12.14,0.85,
2.489,1864,93.0,12.14,0.85,
2.499,1864,93.0,12.14,0.85,
2.509,2024,93.0,12.14,0.84,
2.519,2024,93.0,12.14,0.85,
2.529,2024,93.0,12.14,0.85,
2.540,1849,93.0,12.14,0.86,
2.549,1849,93.1,12.14,0.86,
2.559,1849,93.0,12.14,0.86,
2.569,2044,93.0,12.14,0.86,
2.579,2044,93.0,12.14,0.86,
2.589,2044,93.0,12.14,0.86,
2.599,2044,93.0,12.14,0.86,
2.609,1867,93.1,12.14,0.86,
2.619,1867,93.0,12.14,0.83,
2.629,2063,93.0,12.14,0.83,
2.639,2063,93.0,12.14,0.83,
2.649,2063,93.0,12.14,0.83,
2.659,2063,93.1,12.14,0.83,
2.669,1884,93.0,12.14,0.83,
2.679,1884,93.0,12.14,0.83,
2.689,1884,93.0,12.14,0.82,
2.699,2072,93.1,12.14,0.84,
2.709,2072,93.0,12.14,0.84,
2.719,2072,93.1,12.14,0.83,
2.729,1891,93.1,12.14,0.84,
2.739,1891,93.0,12.14,0.84,
2.749,1891,93.0,12.14,0.83,
2.759,2084,93.0,12.14,0.84,
2.769,2084,93.0,12.14,0.84,
2.779,2084,93.0,12.14,0.84,
2.789,1914,93.1,12.14,0.85,
2.799,1914,93.1,12.14,0.85,
2.809,1914,93.0,12.14,0.84,
2.819,2092,93.0,12.14,0.85,
2.829,2092,93.0,12.14,0.84,
2.839,2092,93.0,12.14,0.84,
2.849,1914,93.1,12.14,0.85,
2.859,1914,93.1,12.14,0.84,
2.869,1914,93.0,12.14,0.82,
2.879,2114,93.0,12.14,0.82,
2.889,2114,93.0,12.14,0.82,
2.899,2114,93.0,12.14,0.82,
2.909,1936,93.1,12.14,0.82,
2.919,1936,93.1,12.14,0.82,
2.929,2130,93.1,12.14,0.82,
2.939,2130,93.1,12.14,0.83,
2.949,2130,93.0,12.14,0.85,
2.959,2130,93.1,12.14,0.84,
2.969,1955,93.1,12.14,0.85,
2.979,1955,93.1,12.14,0.85,
2.989,2170,93.1,12.14,0.84,
2.999,2170,93.1,12.14,0.85,
3.009,2170,93.0,12.14,0.84,
3.019,2000,93.0,12.14,0.84,
3.029,2000,93.1,12.14,0.85,
3.039,2000,93.0,12.14,0.85,
3.049,2183,93.0,12.14,0.85,
3.059,2183,93.1,12.14,0.85,
3.069,2183,93.0,12.14,0.85,
3.079,2003,93.1,12.14,0.85,
3.089,2003,93.1,12.14,0.85,
3.099,2003,93.0,12.14,0.84,
3.109,2195,93.0,12.14,0.87,
3.119,2195,93.0,12.14,0.87,
3.129,2195,93.0,12.14,0.87,
3.139,2014,93.1,12.14,0.87,
3.149,2014,93.0,12.14,0.87,
3.159,2215,93.0,12.14,0.87,
3.169,2215,93.0,12.14,0.87,
3.179,2215,93.0,12.14,0.87,
3.189,2057,93.0,12.14,0.86,
3.199,2057,93.1,12.14,0.86,
3.209,2057,93.0,12.14,0.86,
3.219,2259,93.0,12.14,0.85,
