Time (sec),RPM,TPS (%),MAP (psi),Lambda Measured,
0.000,885,92.3,12.11,1.52,
0.009,885,92.2,12.11,1.52,
0.019,885,92.3,12.11,1.52,
0.029,885,92.3,12.11,1.52,
0.039,885,92.3,12.11,1.51,
0.049,966,92.3,12.11,1.52,
0.059,966,92.3,12.11,1.52,
0.069,966,92.3,12.11,1.52,
0.079,966,92.3,12.11,1.52,
0.089,966,92.3,12.11,1.52,
0.099,966,92.3,12.11,1.51,
0.109,982,92.3,12.11,1.52,
0.119,982,92.3,12.11,1.52,
0.129,982,92.3,12.11,1.52,
0.139,982,92.3,12.11,1.52,
0.149,982,92.3,12.11,1.52,
0.159,982,92.3,12.11,1.52,
0.169,1028,92.3,12.11,1.52,
0.179,1028,92.3,12.11,1.52,
0.189,1028,92.3,12.11,1.52,
0.199,1028,92.2,12.11,1.52,
0.209,1028,92.3,12.11,1.52,
0.219,1028,92.3,12.11,1.51,
0.229,1020,92.3,12.11,1.52,
0.239,1020,92.3,12.11,1.52,
0.249,1020,92.3,12.11,1.52,
0.259,1020,92.3,12.11,1.52,
0.269,1020,92.3,12.11,1.52,
0.279,1020,92.3,12.11,1.52,
0.289,1060,92.3,12.11,1.52,
0.299,1060,92.3,12.11,1.52,
0.309,1060,92.3,12.11,1.52,
0.319,1060,92.2,12.11,1.52,
0.329,1060,92.3,12.11,1.52,
0.339,1032,92.3,12.11,1.52,
0.349,1032,92.3,12.11,1.52,
0.359,1032,92.3,12.11,1.52,
0.369,1032,92.3,12.11,1.52,
0.379,1032,92.3,12.11,1.52,
0.389,1032,92.3,12.11,1.52,
0.399,1071,92.3,12.11,1.52,
0.409,1071,92.3,12.11,1.52,
0.419,1071,92.3,12.12,1.52,
0.429,1071,92.3,12.12,1.52,
0.439,1071,92.3,12.12,1.52,
0.449,1071,92.3,12.12,1.51,
0.459,1040,92.3,12.12,1.52,
0.469,1040,92.3,12.12,1.52,
0.479,1040,92.3,12.12,1.52,
0.489,1040,92.3,12.12,1.52,
0.499,1474,92.3,12.12,1.52,
0.509,1474,92.2,12.12,1.52,
0.519,1474,92.3,12.12,1.52,
0.529,1474,92.3,12.12,1.52,
0.539,1448,92.3,12.12,1.52,
0.549,1448,92.3,12.12,1.52,
0.559,1448,92.3,12.12,1.52,
0.569,1793,92.3,12.12,1.52,
0.579,1793,92.3,12.12,1.52,
0.589,1793,92.3,12.12,1.52,
0.599,1793,92.3,12.12,1.52,
0.609,1696,92.3,12.12,1.49,
0.619,1696,92.3,12.12,1.00,
0.629,1696,92.3,12.12,1.00,
0.639,1955,92.3,12.12,1.00,
0.649,1955,92.3,12.13,1.01,
0.659,1955,92.3,12.13,1.01,
0.669,1803,92.3,12.13,1.00,
0.679,1803,92.3,12.13,1.01,
0.689,1803,92.3,12.13,1.00,
0.699,2014,92.3,12.13,0.93,
0.709,2014,92.3,12.13,0.92,
0.719,2014,92.3,12.13,0.92,
0.729,2014,92.3,12.13,0.92,
0.739,1834,92.3,12.13,0.92,
0.749,1834,92.3,12.13,0.92,
0.759,1834,92.2,12.13,0.92,
0.769,2033,92.3,12.13,0.92,
0.779,2033,92.2,12.13,0.93,
0.789,2033,92.3,12.13,0.92,
0.799,1842,92.3,12.13,0.93,
0.809,1842,92.3,12.13,0.93,
0.819,1842,92.3,12.13,0.93,
0.829,2038,92.3,12.13,0.93,
0.839,2038,92.3,12.14,0.93,
0.849,2038,92.2,12.14,0.93,
0.859,1845,92.3,12.14,0.93,
0.869,1845,92.3,12.14,0.93,
0.879,1845,92.3,12.14,0.92,
0.889,2035,92.3,12.14,0.93,
0.899,2035,92.3,12.14,0.93,
0.909,2035,92.2,12.14,0.93,
0.919,1850,92.3,12.14,0.92,
0.929,1850,92.3,12.14,0.93,
0.939,1850,92.3,12.14,0.94,
0.949,2052,92.3,12.14,0.96,
0.959,2052,92.3,12.14,0.97,
0.969,2052,92.3,12.14,0.97,
0.979,1854,92.3,12.14,0.96,
0.989,1854,92.3,12.14,0.97,
0.999,1854,92.3,12.14,0.97,
1.009,2035,92.3,12.14,0.96,
1.019,2035,92.3,12.14,0.98,
1.029,2035,92.3,12.14,1.13,
1.039,2035,92.2,12.14,1.12,
1.049,1834,92.3,12.14,1.13,
1.059,1834,92.3,12.14,1.13,
1.069,1834,92.2,12.14,1.12,
1.079,2023,92.2,12.14,1.13,
1.089,2023,92.3,12.14,1.13,
1.099,2023,92.3,12.14,1.12,
1.109,1826,92.3,12.14,1.11,
1.119,1826,92.3,12.14,1.10,
1.129,1826,92.3,12.14,1.10,
1.139,2008,92.3,12.14,1.10,
1.149,2008,92.3,12.14,1.10,
1.159,2008,92.3,12.14,1.10,
1.169,1809,92.2,12.14,1.10,
1.179,1809,92.3,12.14,1.11,
1.189,1809,92.3,12.14,1.09,
1.199,2006,92.3,12.14,1.08,
1.209,2006,92.3,12.14,1.09,
1.219,2006,92.3,12.14,1.09,
1.230,1807,92.3,12.14,1.09,
1.239,1807,92.3,12.14,1.09,
1.249,1807,92.3,12.14,1.09,
1.259,2005,92.3,12.14,1.09,
1.269,2005,92.3,12.14,1.12,
1.279,2005,92.3,12.14,1.15,
1.289,2005,92.2,12.14,1.15,
1.299,1819,92.3,12.14,1.15,
1.309,1819,92.3,12.14,1.15,
1.319,1819,92.3,12.14,1.15,
1.329,2013,92.3,12.14,1.15,
1.339,2013,92.3,12.14,1.15,
1.349,2013,92.3,12.14,1.13,
1.359,1809,92.3,12.14,1.09,
1.369,1809,92.3,12.14,1.09,
1.379,1809,92.3,12.14,1.09,
1.389,2004,92.3,12.14,1.09,
1.399,2004,92.3,12.14,1.09,
1.409,2004,92.3,12.14,1.09,
1.419,1797,92.3,12.14,1.09,
1.429,1797,92.3,12.14,1.09,
1.439,1797,92.2,12.14,1.10,
1.449,1983,92.2,12.14,1.10,
1.459,1983,92.3,12.14,1.10,
1.469,1983,92.3,12.14,1.10,
1.479,1983,92.3,12.14,1.10,
1.489,1789,92.3,12.14,1.10,
1.499,1789,92.3,12.14,1.10,
1.509,1789,92.3,12.14,1.10,
1.519,1989,92.2,12.14,1.11,
1.529,1989,92.2,12.14,1.11,
1.539,1989,92.3,12.14,1.11,
1.549,1797,92.3,12.14,1.11,
1.559,1797,92.3,12.14,1.11,
1.569,1797,92.3,12.14,1.11,
1.579,1993,92.3,12.14,1.11,
1.589,1993,92.3,12.14,1.11,
1.599,1993,92.2,12.14,1.10,
1.609,1797,92.3,12.14,1.09,
1.619,1797,92.3,12.14,1.09,
1.629,1797,92.3,12.14,1.10,
1.639,1999,92.3,12.14,1.09,
1.649,1999,92.2,12.14,1.09,
1.659,1999,92.3,12.14,1.09,
1.669,1999,92.2,12.14,1.09,
1.679,1804,92.3,12.14,1.08,
1.689,1804,92.2,12.14,1.08,
1.699,1804,92.2,12.14,1.07,
1.709,2008,92.2,12.14,1.08,
1.719,2008,92.3,12.14,1.08,
1.729,2008,92.2,12.14,1.08,
1.739,1813,92.3,12.14,1.08,
1.749,1813,92.3,12.14,1.08,
1.759,1813,92.3,12.14,1.07,
1.769,2005,92.3,12.14,1.06,
1.779,2005,92.3,12.14,1.07,
1.789,2005,92.2,12.14,1.07,
1.799,1813,92.2,12.14,1.06,
1.809,1813,92.3,12.14,1.07,
1.819,1813,92.3,12.14,1.07,
1.829,2008,92.2,12.14,1.06,
1.839,2008,92.3,12.14,1.06,
1.849,2008,92.2,12.14,1.02,
1.859,2008,92.2,12.14,1.02,
1.869,1820,92.3,12.14,1.02,
1.879,1820,92.3,12.14,1.02,
1.889,1820,92.2,12.14,1.01,
1.899,2023,92.2,12.14,1.02,
1.909,2023,92.3,12.14,1.02,
1.919,2023,92.2,12.14,1.02,
1.929,1828,92.3,12.14,1.03,
1.939,1828,92.3,12.14,1.03,
1.949,1828,92.2,12.14,1.03,
1.959,2027,92.2,12.14,1.03,
1.969,2027,92.2,12.14,1.04,
1.979,2027,92.2,12.14,1.03,
1.989,1844,92.2,12.14,1.03,
1.999,1844,92.3,12.14,1.03,
2.009,1844,92.2,12.14,1.06,
2.019,2053,92.3,12.14,1.06,
2.029,2053,92.2,12.14,1.07,
2.039,2053,92.2,12.14,1.07,
2.049,1861,92.2,12.14,1.06,
2.059,1861,92.3,12.14,1.07,
2.069,1861,92.3,12.14,1.07,
2.079,2055,92.2,12.14,1.06,
2.089,2055,92.2,12.14,1.07,
2.099,2055,92.3,12.14,1.06,
2.109,1854,92.2,12.14,1.06,
2.119,1854,92.3,12.14,1.06,
2.129,1854,92.2,12.14,1.07,
2.139,2053,92.2,12.14,1.06,
2.149,2053,92.2,12.14,1.06,
2.159,2053,92.2,12.14,1.06,
2.169,1871,92.2,12.14,1.05,
2.179,1871,92.2,12.14,1.04,
2.189,1871,92.3,12.14,1.04,
2.199,2069,92.2,12.14,1.04,
2.209,2069,92.2,12.14,1.04,
2.219,2069,92.2,12.14,1.04,
2.229,2069,92.2,12.14,1.04,
2.239,1865,92.2,12.14,1.04,
2.249,1865,92.2,12.14,1.04,
2.259,2084,92.2,12.14,1.04,
2.269,2084,92.2,12.14,1.04,
2.279,2084,92.2,12.14,1.04,
2.289,2084,92.2,12.14,1.03,
2.299,1901,92.2,12.14,1.04,
2.309,1901,92.2,12.14,1.04,
2.319,1901,92.2,12.14,1.04,
2.329,2089,92.2,12.14,1.04,
2.339,2089,92.2,12.14,1.07,
2.349,2089,92.2,12.14,1.07,
2.359,1894,92.2,12.14,1.07,
2.369,1894,92.2,12.14,1.07,
2.379,1894,92.2,12.14,1.07,
2.389,2118,92.2,12.14,1.07,
2.399,2118,92.2,12.14,1.07,
2.409,2118,92.2,12.14,1.07,
2.419,1932,92.2,12.14,1.05,
2.429,1932,92.2,12.14,1.04,
2.440,2128,92.2,12.14,1.04,
2.449,2128,92.2,12.14,1.04,
2.459,2128,92.2,12.14,1.04,
2.469,2128,92.2,12.14,1.04,
2.479,1949,92.2,12.14,1.04,
2.489,1949,92.2,12.14,1.05,
2.499,2142,92.2,12.14,1.05,
2.509,2142,92.2,12.14,1.05,
2.519,2142,92.2,12.14,1.05,
