Time (sec),RPM,RPM Rate (RPM/sec),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),MAP Rate (psi/sec),Barometer (psi),Battery Volt (V),Lambda Measured,Starting Compensation - Fuel (%),System Temperature (F),System Error,System Status,Charge Time Clip,Open Time Clip,Coil OverCurrent,
2.470,3776,-7301,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.479,3776,-7301,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.489,3902,8196,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.499,3902,8196,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.509,3787,-7260,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.519,3917,8488,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.529,3917,8488,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.539,3828,-5678,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.549,3973,9603,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.559,3973,9603,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.569,3854,-7645,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.579,3973,7880,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.589,3973,7880,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.599,3905,-4426,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.609,4068,11053,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.619,4068,11053,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.629,3980,-5837,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.639,4090,7500,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.649,4090,7500,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.659,3925,-10794,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.669,4015,6023,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.679,4015,6023,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.689,3916,-6462,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.699,4067,10237,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.709,4067,10237,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.719,4020,-3149,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.729,4166,10138,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.739,4166,10138,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.749,4054,-7568,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.759,4139,5863,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.769,4139,5863,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.779,4016,-8233,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.789,4143,8770,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.799,4143,8770,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.809,4096,-3209,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.819,4248,10762,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.829,4161,-6033,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.839,4161,-6033,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.849,4263,7248,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.859,4168,-6600,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.869,4168,-6600,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.879,4242,5231,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.889,4082,-10885,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.899,4082,-10885,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.909,4170,6116,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.919,4090,-5453,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.930,4259,11998,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.939,4259,11998,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.949,4226,-2324,161.8,100.0,0,12.19,0.0,12.44,11.60,0.82,100,49,0,2,0,0,0,
2.959,4403,12991,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.969,4403,12991,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.979,4313,-6470,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.989,4410,7129,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
2.999,4293,-8371,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.009,4293,-8371,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.019,4383,6575,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.029,4279,-7417,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.039,4403,-7417,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.049,4403,9099,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.059,4380,-1679,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.069,4470,6705,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.079,4470,6705,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.089,4308,-11633,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.099,4405,7122,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.109,4288,-8361,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.119,4288,-8361,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.129,4416,9421,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.139,4347,-5000,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.150,4498,11320,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.159,4498,11320,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.169,4451,-3487,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.179,4557,8051,161.8,100.0,0,12.19,0.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.190,4457,-7428,161.8,100.0,0,12.20,1.0,12.44,11.60,0.83,100,49,0,2,0,0,0,
3.199,4457,-7428,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.209,4518,4593,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.219,4373,-10568,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.229,4373,-10568,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.239,4303,-5021,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.249,4262,-2912,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.259,4253,-637,161.8,100.0,0,12.20,0.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.269,4253,-637,161.8,100.0,0,12.21,1.0,12.44,11.60,0.84,100,49,0,2,0,0,0,
3.279,4231,-1551,161.8,100.0,0,12.21,0.0,12.44,11.60,1.18,100,49,0,2,0,0,0,
3.289,4219,-843,161.8,100.0,0,12.21,0.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.299,4219,-843,161.8,100.0,0,12.21,0.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.309,4189,-2094,161.8,100.0,0,12.21,0.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.319,4189,0,161.8,100.0,0,12.21,0.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.329,4154,0,161.8,100.0,0,12.22,1.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.339,4154,-2423,161.8,100.0,0,12.22,0.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.349,4356,14666,161.8,100.0,0,12.22,0.0,12.44,11.60,1.45,100,49,0,2,0,0,0,
3.359,4343,-941,161.8,100.0,0,12.22,0.0,12.44,11.60,1.47,100,49,0,2,0,0,0,
3.369,4343,-941,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.379,4528,13964,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.389,4510,-1353,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.399,4686,13747,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.409,4672,13747,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.419,4672,-1090,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.429,4662,-777,161.8,100.0,0,12.22,0.0,12.44,11.60,1.52,100,49,0,2,0,0,0,
3.439,4630,-2469,161.8,100.0,0,12.22,0.0,12.44,11.60,1.44,100,49,0,2,0,0,0,
3.449,4619,-846,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
3.459,4619,-846,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
3.469,4593,-1990,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
3.479,4584,-687,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
3.489,4548,-2728,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
3.499,4548,-2728,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
3.509,4509,-2931,161.8,100.0,0,12.22,0.0,12.44,11.60,1.06,100,49,0,2,0,0,0,
